IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
289083316,8.57,4084,359,18,674266,22406523,27228,44085,2455329,14438,53279951,58627938
3647395,0.01,4116,0,18,3979,578,27228,44083,4600,14499,7372,710896
4644309,0.00,4116,1,18,5219,5902,27228,44083,18710,14499,9894,723635
6484941,0.17,4116,2,18,6517,7789,27228,44083,27981,14499,13396,739276
6472186,7.74,4116,3,18,8456,68020,27228,44083,38537,14499,127359,863317
7267745,8.33,4116,4,18,10567,134631,27228,44083,42401,14499,297447,1041374
8234724,0.49,4116,5,18,12156,135014,27228,44083,45971,14499,361254,1117589
9207272,0.03,4116,6,18,14242,135315,27228,44083,53221,14499,369805,1142269
10178568,0.02,4116,7,18,16742,135315,27228,44083,60451,14499,377765,1168237
11082211,2.41,4116,8,18,19002,156867,27228,44083,67573,14499,439013,1249503
11694466,18.42,4116,9,18,20637,294433,27228,44083,72017,14499,729205,1543010
13451569,18.89,4116,10,18,22221,434758,27228,44083,77464,14499,1029710,1846058
12910193,17.65,4116,11,18,23795,564604,27228,44083,84073,14499,1314626,2136064
14940368,10.30,4116,12,18,25182,640512,27228,44083,88731,14499,1493776,2335666
15779023,8.15,4116,13,18,26756,698524,27228,44083,95993,14499,1639874,2505167
15241327,8.15,4116,14,18,28209,758025,27228,44083,101562,14499,1787976,2680594
16022015,8.35,4116,15,18,29825,819773,27228,44083,108685,14499,1937790,2853769
16792634,8.84,4116,16,18,31208,884709,27228,44083,116065,14499,2094255,3033766
17576388,7.82,4116,17,18,32813,942949,27228,44083,120760,14499,2240234,3206930
18355537,8.69,4116,18,18,34170,1004173,27228,44083,127887,14499,2394258,3383817
20808489,8.57,4116,19,18,35756,1067925,27228,44083,135051,14499,2548465,3561047
19937014,7.89,4116,20,18,36974,1124195,27228,44083,140577,14499,2692476,3726070
20713664,8.46,4116,21,18,38618,1187118,27228,44083,144573,14499,2846966,3903110
21488874,8.69,4116,22,18,39893,1252092,27228,44083,151686,14499,3003351,4083211
22279157,8.11,4116,23,18,41472,1308349,27228,44083,158878,14499,3146220,4250593
23066703,8.20,4116,24,18,42964,1371706,27228,44083,163681,14499,3297547,4426550
23847633,8.39,4116,25,18,44628,1433625,27228,44083,170698,14499,3448204,4602315
24631981,8.30,4116,26,18,46180,1497174,27228,44083,176532,14499,3600326,4778688
25411760,8.32,4116,27,18,47687,1558583,27228,44083,181162,14499,3750115,4956007
26189331,8.69,4116,28,18,49120,1622657,27228,44083,188279,14499,3905111,5134021
26974326,8.11,4116,29,18,50487,1681739,27228,44083,195674,14499,4049544,5305446
27757884,8.20,4116,30,18,51846,1741396,27228,44083,200650,14499,4197222,5478458
28529772,8.69,4116,31,18,53400,1804626,27228,44083,207624,14499,4352318,5659404
29312523,8.48,4116,32,18,54793,1866180,27228,44083,214679,14499,4504817,5836650
30105531,7.83,4116,33,18,56179,1924515,27228,44083,219603,14499,4650460,6005440
30886062,8.69,4116,34,18,57412,1988125,27228,44083,226756,14499,4805445,6185207
34200841,8.64,4116,35,18,58877,2051349,27228,44083,233883,14499,4960383,6361895
32468014,7.66,4116,36,18,60257,2108177,27228,44083,239480,14499,5101348,6527967
33243372,8.70,4116,37,18,61673,2171834,27228,44083,245040,14499,5256239,6708516
36707117,8.69,4116,38,18,63115,2235575,27228,44083,252319,14499,5412419,6889401
