period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,esp_timer,wifi,sys_evt,ipc0,Heap,Stack,Mbps,main
0,21991736,557316,126415069,39719619,19,19464,243434,39479029,24118,1843,290608,4152,16.47,99628
1,22131167,561245,136158945,39956436,19,19464,244878,39699459,24118,1843,290608,4152,16.46,99628
2,22276377,564061,136867163,40194934,19,19464,246312,39922613,24118,1843,290608,4152,16.43,99628
3,382,0,4335461,9563,19,19487,3557,712179,22428,1836,290608,4152,0.01,97829
4,5498,11608,4507393,11518,19,19487,4839,725953,22428,1836,290608,4152,0.00,97829
5,5498,14224,5493091,12394,19,19487,6011,738644,22428,1836,290608,4152,0.00,97829
6,138317,16983,6183760,238306,19,19487,7410,964376,22428,1836,290608,4152,16.71,97829
7,257171,20097,6881780,459362,19,19487,8679,1186972,22428,1836,290608,4152,16.39,97829
8,377972,23022,7571063,683176,19,19487,10140,1408836,22428,1836,290608,4152,16.49,97829
9,497122,25972,8270394,901919,19,19487,11318,1627933,22428,1836,290608,4152,16.29,97829
10,617735,28757,8961140,1124894,19,19487,12693,1849324,22428,1836,290608,4152,16.59,97829
11,736049,31533,9658347,1346782,19,19487,14044,2070787,22428,1836,290608,4152,16.72,97829
12,855549,34953,11567494,1566912,19,19487,15528,2288071,22428,1836,290608,4152,16.17,97829
13,978510,37552,11044200,1782173,19,19487,16892,2491718,22428,1836,290608,4152,15.10,97829
14,1088208,40367,11779753,1969752,19,19487,18430,2671310,22428,1836,290608,4152,12.99,97829
15,1099987,43572,12725202,1998442,19,19487,19976,2714373,22428,1836,290608,4152,1.68,97829
16,1210686,46690,13468548,2184716,19,19487,21631,2893383,22428,1836,290608,4152,12.88,97829
17,1372882,50031,14100718,2458434,19,19487,23307,3146640,22428,1836,290608,4152,18.56,97829
18,1537474,53021,16241922,2739128,19,19487,24883,3407086,22428,1836,290608,4152,19.24,97829
19,1704456,55779,15343756,3020256,19,19487,26172,3666960,22428,1836,290608,4152,19.28,97829
20,1855822,58463,15990980,3282011,19,19487,27622,3915521,22428,1836,290608,4152,18.96,97829
21,1990335,61537,16670734,3516736,19,19487,29052,4137752,22428,1836,290608,4152,16.39,97829
22,2134551,64846,19063376,3764566,19,19487,30564,4369926,22428,1836,290608,4152,17.16,97829
23,2301430,67798,17964964,4042445,19,19487,31966,4628320,22428,1836,290608,4152,19.27,97829
24,2432326,71240,20466649,4269933,19,19487,33421,4845122,22428,1836,290608,4152,15.79,97829
25,2584178,73898,21167892,4531108,19,19487,34823,5091641,22428,1836,290608,4152,18.41,97829
26,2728340,76729,19950294,4779897,19,19487,36293,5326795,22428,1836,290608,4152,17.76,97829
27,2865231,78954,20631295,5015652,19,19487,37506,5546376,22428,1836,290608,4152,16.38,97829
28,3007727,82031,23333405,5261921,19,19487,38945,5779527,22428,1836,290608,4152,17.47,97829
29,3147011,85086,21955641,5507052,19,19487,40396,6010007,22428,1836,290608,4152,17.39,97829
30,3270619,87965,24816666,5729454,19,19487,41774,6225144,22428,1836,290608,4152,15.71,97829
31,3428703,90663,23297935,5969415,19,19487,43252,6435766,22428,1836,290608,4152,16.09,97829
32,3590061,93263,26279120,6210947,19,19487,44641,6648410,22428,1836,290608,4152,16.14,97829
33,3741548,96420,27010653,6446281,19,19487,45999,6856282,22428,1836,290608,4152,15.71,97829
34,3869123,99140,25330014,6664320,19,19487,47286,7063153,22428,1836,290608,4152,15.43,97829
35,4015171,102569,28474068,6911468,19,19487,48765,7295486,22428,1836,290608,4152,17.48,97829
36,4174586,105555,26655653,7176486,19,19487,50129,7543240,22428,1836,290608,4152,18.35,97829
37,4307531,107973,27338067,7405914,19,19487,51611,7762417,22428,1836,290608,4152,16.27,97829
38,4442413,110959,30626545,7638550,19,19487,53066,7984978,22428,1836,290608,4152,16.39,97829
39,4579718,114018,28698027,7874577,19,19487,54507,8203953,22428,1836,290608,4152,16.42,97829
40,4721186,116619,32068612,8117880,19,19487,56035,8433411,22428,1836,290608,4152,17.07,97829
41,4865853,119541,30038164,8359618,19,19487,57510,8661648,22428,1836,290608,4152,16.99,97829
42,5009834,121811,30701768,8602593,19,19487,58870,8891439,22428,1836,290608,4152,16.96,97829
43,5162659,124710,31345304,8861898,19,19487,60321,9136814,22428,1836,290608,4152,17.89,97829
44,5310770,127686,32004057,9117637,19,19487,61791,9381984,22428,1836,290608,4152,18.38,97829
45,5453608,130918,32669725,9367834,19,19487,63189,9622866,22428,1836,290608,4152,17.78,97829
46,5597046,133784,33333244,9615267,19,19487,64658,9858472,22428,1836,290608,4152,17.65,97829
47,5732191,136588,37056810,9851186,19,19487,66076,10081569,22428,1836,290608,4152,16.54,97829
48,5859261,139245,34697281,10081153,19,19487,67542,10302522,22428,1836,290608,4152,16.43,97829
49,5999068,142430,35381014,10318460,19,19487,69085,10528907,22428,1836,290608,4152,16.65,97829
50,6128450,145620,36078933,10545029,19,19487,70485,10750491,22428,1836,290608,4152,16.35,97829
51,6256995,148809,36760107,10778929,19,19487,71772,10979327,22428,1836,290608,4152,16.84,97829
52,6387141,151396,37448318,11010148,19,19487,73192,11203689,22428,1836,290608,4152,16.37,97829
53,6524289,154676,38144667,11243283,19,19487,74562,11423737,22428,1836,290608,4152,16.32,97829
54,6665647,157638,38843254,11480190,19,19487,75845,11646439,22428,1836,290608,4152,16.52,97829
55,6792045,160526,39533918,11708607,19,19487,77038,11872241,22428,1836,290608,4152,16.77,97829
56,6903925,163711,40231226,11922192,19,19487,78293,12091158,22428,1836,290608,4152,16.17,97829
57,7022301,167059,40914320,12147968,19,19487,79616,12321292,22428,1836,290608,4152,16.83,97829
58,7141992,170396,45109074,12369967,19,19487,80897,12539609,22428,1836,290608,4152,16.33,97829
59,7275704,173386,42293395,12602771,19,19487,82286,12759208,22428,1836,290608,4152,16.46,97829
60,7408729,176168,42971709,12834750,19,19487,83646,12983716,22428,1836,290608,4152,16.54,97829
61,7535340,179489,43666739,13051885,19,19487,85099,13189860,22428,1836,290608,4152,15.28,97829
62,7687786,182524,44329257,13308202,19,19487,86589,13431893,22428,1836,290608,4152,17.66,97829
63,7829341,185704,45028233,13543204,19,19487,87752,13657563,22428,1836,290608,4152,16.45,97829
64,7961732,189189,45710699,13776676,19,19487,89205,13878385,22428,1836,290608,4152,16.65,97829
65,8097746,192141,46391035,14009180,19,19487,90711,14099623,22428,1836,290608,4152,16.46,97829
66,8232166,195310,47067771,14242708,19,19487,92177,14322847,22428,1836,290608,4152,16.35,97829
67,8369717,198491,47729142,14481481,19,19487,93645,14547584,22428,1836,290608,4152,16.61,97829
68,8501628,201681,48409838,14710422,19,19487,95022,14765531,22428,1836,290608,4152,16.34,97829
69,8628639,204148,49095573,14938094,19,19487,96397,14987263,22428,1836,290608,4152,16.47,97829
70,8749240,207542,53897802,15154529,19,19487,97674,15198245,22428,1836,290608,4152,15.81,97829
71,8899534,210459,50451972,15408860,19,19487,99263,15435507,22428,1836,290608,4152,17.59,97829
72,9036529,213386,51146867,15640167,19,19487,100610,15659730,22428,1836,290608,4152,16.17,97829
73,9160578,216580,51841341,15864461,19,19487,101972,15880975,22428,1836,290608,4152,16.50,97829
74,9277525,219260,52533918,16080010,19,19487,103357,16094539,22428,1836,290608,4152,15.87,97829
75,9404420,221987,57559472,16302744,19,19487,104609,16305346,22428,1836,290608,4152,15.65,97829
76,9545520,224992,53920798,16528426,19,19487,106122,16505088,22428,1836,290608,4152,14.98,97829
77,9707471,228089,59030777,16775026,19,19487,107624,16722516,22428,1836,290608,4152,16.54,97829
78,9851505,231289,55252070,17012999,19,19487,109095,16942506,22428,1836,290608,4152,16.16,97829
79,9986724,234432,55934753,17244765,19,19487,110691,17160423,22428,1836,290608,4152,16.29,97829
80,10128767,237326,56608877,17485609,19,19487,112123,17384099,22428,1836,290608,4152,16.60,97829
81,10259146,240214,57291213,17713570,19,19487,113576,17601639,22428,1836,290608,4152,15.95,97829
82,10403026,243467,57959842,17955159,19,19487,115053,17827630,22428,1836,290608,4152,16.87,97829
83,10545267,246943,63405027,18200149,19,19487,116545,18058692,22428,1836,290608,4152,17.13,97829
84,10702642,249735,64096316,18456084,19,19487,117963,18296485,22428,1836,290608,4152,17.41,97829
85,10860277,253150,64786083,18719667,19,19487,119426,18539917,22428,1836,290608,4152,18.15,97829
86,11004633,256263,60592869,18966417,19,19487,121019,18772052,22428,1836,290608,4152,17.37,97829
87,11140843,259319,66233430,19202753,19,19487,122406,18995880,22428,1836,290608,4152,16.37,97829
88,11270907,262357,61975387,19419650,19,19487,123664,19201696,22428,1836,290608,4152,15.38,97829
89,11410464,265491,62670608,19636358,19,19487,124963,19395943,22428,1836,290608,4152,14.78,97829
90,11565386,268958,63332574,19878971,19,19487,126343,19610314,22428,1836,290608,4152,16.05,97829
91,11728570,272031,63993438,20133570,19,19487,127757,19835592,22428,1836,290608,4152,16.93,97829
92,11864915,275280,69896573,20374836,19,19487,129197,20061521,22428,1836,290608,4152,17.00,97829
93,11991857,278424,65368315,20594172,19,19487,130734,20271950,22428,1836,290608,4152,15.72,97829
94,12141649,280911,66021445,20850745,19,19487,132258,20511883,22428,1836,290608,4152,17.92,97829
95,12283297,284171,66691542,21092888,19,19487,133435,20739709,22428,1836,290608,4152,17.26,97829
96,12427901,287031,72774876,21343528,19,19487,134890,20974958,22428,1836,290608,4152,17.36,97829
97,12567000,289755,73498967,21581738,19,19487,136296,21198662,22428,1836,290608,4152,16.63,97829
98,12705922,292852,68710783,21815906,19,19487,137770,21418701,22428,1836,290608,4152,16.36,97829
99,12838145,295531,69393403,22048141,19,19487,139064,21644562,22428,1836,290608,4152,16.72,97829
100,12975346,298553,70091816,22282248,19,19487,140208,21866954,22428,1836,290608,4152,16.48,97829
101,13112506,301636,70783812,22515350,19,19487,141549,22090755,22428,1836,290608,4152,16.43,97829
102,13252789,304846,71465465,22755328,19,19487,142878,22318163,22428,1836,290608,4152,16.69,97829
103,13387313,307979,72145689,22987694,19,19487,144170,22538704,22428,1836,290608,4152,16.48,97829
104,13523201,311226,72825172,23221260,19,19487,145504,22759375,22428,1836,290608,4152,16.23,97829
105,13663743,314122,73496030,23461872,19,19487,146902,22984678,22428,1836,290608,4152,16.80,97829
106,13794663,317807,74189033,23690952,19,19487,148163,23207944,22428,1836,290608,4152,16.55,97829
107,13922214,320461,74877394,23919008,19,19487,149545,23428130,22428,1836,290608,4152,16.27,97829
108,14063699,323121,75547175,24160727,19,19487,151046,23656478,22428,1836,290608,4152,16.62,97829
109,14203712,326401,76236953,24399886,19,19487,152529,23879606,22428,1836,290608,4152,16.51,97829
110,14336602,329239,76929468,24631434,19,19487,153845,24096784,22428,1836,290608,4152,16.33,97829
111,14480013,332688,77611327,24873491,19,19487,155427,24322666,22428,1836,290608,4152,16.71,97829
112,14618125,336129,78306807,25107942,19,19487,156567,24546359,22428,1836,290608,4152,16.44,97829
113,14742595,338889,79007945,25327304,19,19487,158040,24755706,22428,1836,290608,4152,15.57,97829
114,14863479,342336,79705518,25544816,19,19487,159453,24968742,22428,1836,290608,4152,15.81,97829
115,15005834,345510,80384986,25788450,19,19487,160695,25197199,22428,1836,290608,4152,17.28,97829
116,15147224,348792,87272995,26034458,19,19487,162270,25428246,22428,1836,290608,4152,17.38,97829
117,15271726,352209,81767826,26237486,19,19487,163668,25613624,22428,1836,290608,4152,13.70,97829
118,15435052,355457,82436407,26484606,19,19487,165130,25830158,22428,1836,290608,4152,16.28,97829
119,15586098,358149,83108589,26723412,19,19487,166584,26044537,22428,1836,290608,4152,15.96,97829
120,15731290,361445,83788602,26951595,19,19487,167932,26247758,22428,1836,290608,4152,15.30,97829
121,15885137,364942,90960336,27188496,19,19487,169447,26458619,22428,1836,290608,4152,15.92,97829
122,16039054,367588,85110933,27438223,19,19487,171018,26689438,22428,1836,290608,4152,17.06,97829
123,16194216,369987,85772520,27697260,19,19487,172415,26926516,22428,1836,290608,4152,17.52,97829
124,16353391,373317,86420562,27966560,19,19487,173831,27177123,22428,1836,290608,4152,18.76,97829
125,16490581,376778,87096430,28206873,19,19487,175200,27406956,22428,1836,290608,4152,17.33,97829
126,16620011,379480,87780718,28435103,19,19487,176617,27623385,22428,1836,290608,4152,16.15,97829
127,16773601,382572,88435894,28692653,19,19487,178039,27863777,22428,1836,290608,4152,17.52,97829
128,16914549,385846,89105147,28928622,19,19487,179633,28085900,22428,1836,290608,4152,16.42,97829
129,17055254,388328,89779696,29167099,19,19487,181207,28309343,22428,1836,290608,4152,16.53,97829
130,17201859,391891,90453529,29408786,19,19487,182711,28532819,22428,1836,290608,4152,16.55,97829
131,17342331,395140,91121045,29647048,19,19487,184143,28760835,22428,1836,290608,4152,16.63,97829
132,17477085,398187,91804095,29879364,19,19487,185552,28987252,22428,1836,290608,4152,16.41,97829
133,17612824,401773,92484301,30113108,19,19487,187036,29209669,22428,1836,290608,4152,16.69,97829
134,17749363,404870,93165925,30346787,19,19487,188471,29432925,22428,1836,290608,4152,16.43,97829
135,17885466,408231,93845504,30581109,19,19487,189722,29655791,22428,1836,290608,4152,16.48,97829
136,18023522,411679,94522042,30816842,19,19487,191172,29878442,22428,1836,290608,4152,16.56,97829
137,18154079,415567,95212181,31041501,19,19487,192629,30092088,22428,1836,290608,4152,15.83,97829
138,18274924,420333,103275593,31244068,19,19487,194071,30279935,22428,1836,290608,4152,14.00,97829
139,18429839,423934,104012064,31480714,19,19487,195533,30485947,22428,1836,290608,4152,15.68,97829
140,18588335,426727,97268132,31721958,19,19487,196966,30695592,22428,1836,290608,4152,15.85,97829
141,18712281,430034,97969666,31927800,19,19487,198301,30888740,22428,1836,290608,4152,14.27,97829
142,18863726,433532,98650047,32158021,19,19487,199693,31089500,22428,1836,290608,4152,15.59,97829
143,19024698,436375,99310987,32407691,19,19487,201142,31309947,22428,1836,290608,4152,16.54,97829
144,19175150,439842,99986071,32651762,19,19487,202533,31529103,22428,1836,290608,4152,16.52,97829
145,19304921,443381,108423804,32883653,19,19487,204083,31751399,22428,1836,290608,4152,16.70,97829
146,19406670,445905,101418798,33055062,19,19487,205433,31911692,22428,1836,290608,4152,11.54,97829
147,19510649,449242,102172312,33232421,19,19487,206921,32081047,22428,1836,290608,4152,12.16,97829
148,19628873,452348,102896589,33431007,19,19487,208468,32269927,22428,1836,290608,4152,13.57,97829
149,19744205,455402,103626191,33628867,19,19487,209859,32458653,22428,1836,290608,4152,13.91,97829
150,19852450,457912,104371452,33809973,19,19487,211266,32629655,22428,1836,290608,4152,12.27,97829
151,19957046,461176,105117008,33986323,19,19487,212536,32798831,22428,1836,290608,4152,12.27,97829
152,20058592,464950,113985844,34159625,19,19487,213909,32964909,22428,1836,290608,4152,12.08,97829
153,20167675,467651,106615082,34346605,19,19487,215300,33145235,22428,1836,290608,4152,12.86,97829
154,20260081,470308,107395831,34504960,19,19487,216678,33299485,22428,1836,290608,4152,11.11,97829
155,20371734,473137,116368428,34695595,19,19487,218156,33481721,22428,1836,290608,4152,13.46,97829
156,20465920,476362,108923139,34851651,19,19487,219373,33629821,22428,1836,290608,4152,10.55,97829
157,20562669,479480,109701786,35007457,19,19487,220737,33778688,22428,1836,290608,4152,10.36,97829
158,20675668,482947,110450385,35193038,19,19487,222111,33952337,22428,1836,290608,4152,12.80,97829
159,20769291,486391,119616839,35349298,19,19487,223631,34099751,22428,1836,290608,4152,10.62,97829
160,20866284,489445,111987845,35517433,19,19487,225115,34263540,22428,1836,290608,4152,11.74,97829
161,20956257,492430,112773726,35671941,19,19487,226327,34412889,22428,1836,290608,4152,10.88,97829
162,21042826,495443,113570573,35817171,19,19487,227680,34553241,22428,1836,290608,4152,9.93,97829
163,21114013,498739,122955686,35937013,19,19487,229133,34669210,22428,1836,290608,4152,8.17,97829
164,21148815,501958,115298572,36001460,19,19487,230511,34739332,22428,1836,290608,4152,4.26,97829
165,21206411,505349,116166687,36089599,19,19487,231849,34828264,22428,1836,290608,4152,5.95,97829
166,21287639,508580,116985864,36221397,19,19487,233075,34953268,22428,1836,290608,4152,8.88,97829
167,21320676,511935,117879715,36287073,19,19487,234619,35029086,22428,1836,290608,4152,4.44,97829
168,21413635,515212,118661806,36439268,19,19487,235908,35171280,22428,1836,290608,4152,10.39,97829
169,21514817,518325,128203253,36605240,19,19487,237213,35324636,22428,1836,290608,4152,11.38,97829
170,21628159,521326,120197513,36782147,19,19487,238461,35478348,22428,1836,290608,4152,11.59,97829
171,21747670,523979,120943239,36968967,19,19487,239869,35645096,22428,1836,290608,4152,12.60,97829
172,21863681,526877,121697392,37151939,19,19487,241296,35808179,22428,1836,290608,4152,12.21,97829
173,21966329,530356,131380747,37314535,19,19487,242550,35954743,22428,1836,290608,4152,10.93,97829
174,22055961,533540,123272815,37459383,19,19487,243870,36089439,22428,1836,290608,4152,9.39,97829
175,22165817,536891,124046186,37627939,19,19487,245057,36241488,22428,1836,290608,4152,11.23,97829
176,22266010,540530,124819433,37787006,19,19487,246231,36388422,22428,1836,290608,4152,10.78,97829
177,22368344,543657,134646220,37958487,19,19487,247651,36548382,22428,1836,290608,4152,11.80,97829
178,22479430,546347,126332057,38142147,19,19487,249083,36722023,22428,1836,290608,4152,12.58,97829
179,22579679,549262,127100900,38312125,19,19487,250411,36882380,22428,1836,290608,4152,11.58,97829
180,22671033,552369,127891873,38462629,19,19487,251676,37026714,22428,1836,290608,4152,10.26,97829
181,22792038,555144,128611311,38669815,19,19487,253013,37224640,22428,1836,290608,4152,14.72,97829
182,22913188,557865,129330208,38875347,19,19487,254416,37418917,22428,1836,290608,4152,14.05,97829
