period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,10640,467,356,99252,5007041,18,19550,24516,4506,712163,1888,206992,4152,0.01
1,13222,4469,11731,99252,5174681,18,19550,24516,5702,723847,1888,206992,4152,0.00
2,18858,9155,15835,99252,6161386,18,19550,24516,6900,739324,1888,206992,4152,0.36
3,77217,23769,21050,99252,7105488,18,19550,24516,8467,788428,1888,206992,4152,2.15
4,265031,110996,28374,99252,8745275,18,19550,24516,9579,964853,1888,206992,4152,11.98
5,392112,118563,42357,99252,9617915,18,19550,24516,11344,999726,1888,206992,4152,0.82
6,717430,241398,53570,99252,9567635,18,19550,24516,12627,1248425,1888,206992,4152,17.66
7,858572,242792,55999,99252,10540227,18,19550,24516,14227,1272787,1888,206992,4152,0.21
8,1198846,363658,63731,99252,11222936,18,19550,24516,15621,1520898,1888,206992,4152,17.22
9,1343230,385220,74412,99252,12161698,18,19550,24516,17268,1584614,1888,206992,4152,3.63
10,1567740,435132,77472,99252,13017147,18,19550,24516,18790,1697005,1888,206992,4152,7.05
11,1839152,512420,85174,99252,13798702,18,19550,24516,20350,1871794,1888,206992,4152,11.65
12,1965454,514122,95707,99252,14777114,18,19550,24516,21919,1895838,1888,206992,4152,0.23
13,2342933,645601,98992,99252,15433059,18,19550,24516,23284,2165138,1888,206992,4152,19.28
14,2489941,660916,101750,99252,16366307,18,19550,24516,24851,2222486,1888,206992,4152,2.62
15,2740281,717733,105169,99252,17148211,18,19550,24516,26520,2351155,1888,206992,4152,7.97
16,3039924,803405,107881,99252,17965476,18,19550,24516,27850,2539572,1888,206992,4152,12.90
17,3198727,820021,116247,99252,18901626,18,19550,24516,29395,2590833,1888,206992,4152,2.04
18,3500110,915700,124398,99252,19649459,18,19550,24516,30815,2797643,1888,206992,4152,14.60
19,3739866,970308,127904,99252,20075417,18,19550,24516,32328,2923313,1888,206992,4152,7.96
20,3961801,1019491,135891,99252,21317613,18,19550,24516,33705,3041119,1888,206992,4152,7.16
21,4134746,1062759,144471,99252,22196320,18,19550,24516,35254,3146144,1888,206992,4152,6.63
22,4439017,1154365,147614,99252,22950164,18,19550,24516,36650,3340001,1888,206992,4152,13.04
23,4646785,1206177,150823,99252,23797083,18,19550,24516,38287,3461087,1888,206992,4152,7.56
24,4870737,1265489,153968,99252,24620960,18,19550,24516,39846,3598400,1888,206992,4152,8.64
25,5027244,1283026,162251,99252,25547309,18,19550,24516,41493,3659656,1888,206992,4152,3.01
26,5333422,1377850,177841,99252,25425872,18,19550,24516,42837,3861189,1888,206992,4152,13.49
27,5578537,1434418,189071,99252,27161403,18,19550,24516,44342,3997460,1888,206992,4152,8.64
28,5759292,1493549,192214,99252,27989689,18,19550,24516,45988,4130923,1888,206992,4152,8.63
29,6006964,1550926,195355,99252,28819892,18,19550,24516,47377,4264491,1888,206992,4152,8.63
30,6211884,1604191,197991,99252,29659617,18,19550,24516,48875,4396767,1888,206992,4152,8.05
31,6455804,1658266,200645,99252,30502348,18,19550,24516,50443,4525631,1888,206992,4152,8.03
32,6661530,1713564,203774,99252,31339976,18,19550,24516,52012,4656849,1888,206992,4152,8.33
33,6822298,1763621,206773,99252,32191746,18,19550,24516,53507,4776768,1888,206992,4152,7.63
34,7073709,1826538,209425,99252,33015604,18,19550,24516,54954,4911892,1888,206992,4152,8.88
35,7306846,1877017,217613,99252,33862591,18,19550,24516,56553,5038752,1888,206992,4152,7.74
36,7458338,1893430,225660,99252,34794882,18,19550,24516,58342,5095726,1888,206992,4152,2.63
37,7774802,1990215,228786,99252,35533329,18,19550,24516,59727,5301339,1888,206992,4152,14.10
38,7980916,2037511,237156,99252,34594584,18,19550,24516,61501,5413867,1888,206992,4152,6.72
39,8181855,2072398,248424,99252,37291863,18,19550,24516,63118,5506686,1888,206992,4152,5.57
40,8486164,2163484,251565,99252,38041760,18,19550,24516,64648,5701232,1888,206992,4152,13.23
41,8625278,2169983,259287,99252,38997570,18,19550,24516,66554,5741925,1888,206992,4152,1.26
42,8756011,2171625,269749,99252,39974786,18,19550,24516,68231,5765993,1888,206992,4152,0.23
43,8935546,2193799,273166,99252,38680065,18,19550,24516,69956,5828330,1888,206992,4152,3.08
44,9347648,2344183,276100,99252,41506227,18,19550,24516,71086,6132353,1888,206992,4152,21.85
45,9582598,2425426,280943,99252,39937975,18,19550,24516,72755,6314072,1888,206992,4152,12.25
46,9828829,2484902,284070,99252,43114693,18,19550,24516,74338,6446169,1888,206992,4152,8.47
47,9986821,2523369,286549,99252,43989785,18,19550,24516,76195,6546205,1888,206992,4152,5.98
48,10303783,2616571,289700,99252,44734542,18,19550,24516,77831,6746263,1888,206992,4152,13.56
49,10417180,2629781,292294,99252,45669640,18,19550,24516,79592,6798009,1888,206992,4152,2.25
50,10664945,2686648,295575,99252,43767251,18,19550,24516,81081,6923020,1888,206992,4152,7.89
51,10970781,2774216,306558,99252,47276104,18,19550,24516,82610,7120185,1888,206992,4152,13.22
52,11159283,2802293,310146,99252,48181781,18,19550,24516,84190,7193846,1888,206992,4152,3.95
53,11379412,2873561,312283,99252,48979166,18,19550,24516,85794,7356577,1888,206992,4152,10.78
54,11582508,2904538,315842,99252,49879006,18,19550,24516,87520,7437587,1888,206992,4152,4.32
55,11864220,2992922,323758,99252,50635053,18,19550,24516,88993,7634335,1888,206992,4152,13.46
56,12014541,2994342,339507,99252,51612395,18,19550,24516,90658,7659145,1888,206992,4152,0.21
57,12145878,2997732,349837,99252,52601441,18,19550,24516,92327,7684803,1888,206992,4152,0.35
58,12560273,3147961,352458,99252,53206033,18,19550,24516,93510,7992753,1888,206992,4152,22.27
59,12810883,3211260,360183,99252,54032239,18,19550,24516,95176,8137372,1888,206992,4152,9.14
60,13011521,3258357,370066,99252,51370146,18,19550,24516,96704,8242321,1888,206992,4152,6.47
61,13271520,3334016,373048,99252,55694590,18,19550,24516,98193,8415013,1888,206992,4152,11.47
62,13414161,3335655,376263,99252,56661967,18,19550,24516,99990,8441399,1888,206992,4152,0.23
63,13725022,3444465,379384,99252,57372090,18,19550,24516,101317,8669407,1888,206992,4152,15.93
