period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,8432,373,575,95215,4388485,18,15741,24492,3290,705559,1830,290608,4148,0.02
1,12496,2996,11770,95215,4563686,18,15741,24492,4308,715384,1830,290608,4148,0.00
2,13355,2996,14455,95215,5553989,18,15741,24492,5294,723809,1830,290608,4148,0.00
3,373239,43670,17270,95215,6410501,18,15741,24492,6074,837049,1830,290608,4148,6.65
4,869959,94863,20278,95215,7523367,18,15741,24492,6880,988066,1830,290608,4148,9.29
5,1365877,142210,23930,95215,8028880,18,15741,24492,7647,1140144,1830,290608,4148,9.23
6,1846719,188622,27424,95215,8551002,18,15741,24492,8276,1285011,1830,290608,4148,8.85
7,2315684,236095,31078,95215,9076562,18,15741,24492,9032,1427295,1830,290608,4148,8.60
8,2748301,281462,34694,95215,9636959,18,15741,24492,9753,1559310,1830,290608,4148,7.89
9,3157940,321890,38604,95215,10220803,18,15741,24492,10396,1682860,1830,290608,4148,7.55
10,3707944,375454,41574,95215,10658916,18,15741,24492,11083,1846058,1830,290608,4148,10.26
11,4196760,422836,45029,95215,12987710,18,15741,24492,11867,1996323,1830,290608,4148,8.96
12,4612989,464375,48027,95215,11738869,18,15741,24492,12595,2122637,1830,290608,4148,7.75
13,5153252,518164,51871,95215,14638547,18,15741,24492,13298,2283746,1830,290608,4148,9.89
14,5640169,567089,54849,95215,12708091,18,15741,24492,14034,2432372,1830,290608,4148,8.98
15,6028242,603504,58454,95215,13311932,18,15741,24492,14995,2553852,1830,290608,4148,7.17
16,6581304,656748,62175,95215,17115788,18,15741,24492,15693,2718008,1830,290608,4148,10.12
17,6962999,691658,65360,95215,14372829,18,15741,24492,16340,2835615,1830,290608,4148,7.09
18,7534431,748167,68677,95215,18760275,18,15741,24492,17067,3003656,1830,290608,4148,10.50
19,7964309,789152,71969,95215,19599136,18,15741,24492,17909,3132813,1830,290608,4148,7.98
20,8469417,838925,74726,95215,20410307,18,15741,24492,18573,3287189,1830,290608,4148,9.32
21,8937930,884272,77813,95215,21231401,18,15741,24492,19271,3433608,1830,290608,4148,8.65
22,9406357,929719,80901,95215,22051657,18,15741,24492,19982,3579260,1830,290608,4148,8.65
23,9820769,965338,84224,95215,17461043,18,15741,24492,20596,3710726,1830,290608,4148,7.74
24,10309262,1013407,87834,95215,23710057,18,15741,24492,21472,3860365,1830,290608,4148,8.94
25,10835921,1065282,90958,95215,24510691,18,15741,24492,22204,4023559,1830,290608,4148,9.77
