period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,507,515,4348454,7707,18,19475,24115,701233,3591,1836,290608,4152,0.01,98720
1,2926,11704,4524319,12134,18,19475,24115,714137,4731,1836,290608,4152,0.00,98720
2,2926,14323,5509445,13745,18,19475,24115,727309,6011,1836,290608,4152,0.00,98720
3,60559,16945,7236251,112794,18,19475,24115,837794,7437,1836,290608,4152,7.13,98720
4,123513,20345,7201430,235942,18,19475,24115,965329,8809,1836,290608,4152,8.75,98720
5,182027,22915,8037410,350351,18,19475,24115,1090222,10344,1836,290608,4152,8.42,98720
6,247709,25461,8863683,475064,18,19475,24115,1225967,12043,1836,290608,4152,9.09,98720
7,305989,28590,10684406,586468,18,19475,24115,1348943,13604,1836,290608,4152,8.29,98720
8,361077,31589,10544555,695188,18,19475,24115,1467491,15389,1836,290608,4152,7.88,98720
9,421229,34967,11380779,813740,18,19475,24115,1595534,16811,1836,290608,4152,8.62,98720
10,479576,37565,13295943,924200,18,19475,24115,1716213,18385,1836,290608,4152,8.16,98720
11,538594,40328,13068328,1033855,18,19475,24115,1835468,19982,1836,290608,4152,8.01,98720
12,597596,42925,13909553,1144212,18,19475,24115,1956588,21541,1836,290608,4152,8.22,98720
13,655709,46031,14753285,1255613,18,19475,24115,2078771,23006,1836,290608,4152,8.04,98720
14,717344,48829,15583690,1371621,18,19475,24115,2205209,24693,1836,290608,4152,8.47,98720
15,774054,51893,16427600,1482538,18,19475,24115,2324987,26305,1836,290608,4152,8.13,98720
16,833985,54475,17264126,1597455,18,19475,24115,2450130,27831,1836,290608,4152,8.49,98720
17,891901,57089,18105093,1711660,18,19475,24115,2573557,29415,1836,290608,4152,8.17,98720
18,945024,60197,18951870,1814372,18,19475,24115,2688073,31263,1836,290608,4152,7.55,98720
19,1005367,63488,19786552,1930185,18,19475,24115,2813664,32837,1836,290608,4152,8.54,98720
20,1062212,66056,20629924,2041941,18,19475,24115,2934578,34321,1836,290608,4152,8.10,98720
21,1129786,68519,22841229,2166125,18,19475,24115,3068906,35951,1836,290608,4152,9.23,98720
22,1183692,71667,22306108,2270662,18,19475,24115,3184369,37416,1836,290608,4152,7.84,98720
23,1245060,73898,23144872,2385287,18,19475,24115,3306565,38923,1836,290608,4152,8.33,98720
24,1303780,77013,23983710,2499678,18,19475,24115,3431953,40604,1836,290608,4152,8.37,98720
25,1359996,80134,24833452,2605662,18,19475,24115,3547811,42213,1836,290608,4152,7.80,98720
26,1413903,83252,25686307,2710301,18,19475,24115,3661967,43831,1836,290608,4152,7.55,98720
27,1481723,86789,26506023,2837520,18,19475,24115,3800602,45498,1836,290608,4152,9.48,98720
28,1528988,89294,27383155,2925604,18,19475,24115,3895869,46914,1836,290608,4152,6.42,98720
29,1566822,91850,28269951,3003007,18,19475,24115,3983712,48514,1836,290608,4152,5.39,98720
30,1656003,95085,29046380,3164570,18,19475,24115,4148129,49923,1836,290608,4152,11.83,98720
31,1676013,98204,29971214,3208629,18,19475,24115,4206183,51581,1836,290608,4152,3.14,98720
32,1731629,101269,30826277,3311258,18,19475,24115,4315635,52921,1836,290608,4152,7.38,98720
33,1813054,104019,31606649,3470109,18,19475,24115,4480834,54293,1836,290608,4152,11.88,98720
34,1827181,107224,32552465,3496491,18,19475,24115,4521778,55779,1836,290608,4152,1.70,98720
35,1954914,109967,33233824,3734905,18,19475,24115,4761881,57059,1836,290608,4152,17.92,98720
36,1957130,113069,34205359,3744696,18,19475,24115,4786980,58628,1836,290608,4152,0.37,98720
37,2077801,115411,34900066,3969670,18,19475,24115,5013827,59849,1836,290608,4152,16.64,98720
38,2082209,118410,35862886,3986540,18,19475,24115,5045751,61448,1836,290608,4152,0.97,98720
39,2177270,121711,36630246,4157925,18,19475,24115,5221194,62748,1836,290608,4152,12.78,98720
40,2246187,124586,37439108,4296172,18,19475,24115,5367536,64259,1836,290608,4152,10.25,98720
41,2300265,127789,38287033,4397386,18,19475,24115,5483860,65859,1836,290608,4152,7.61,98720
42,2301904,130922,39261857,4403205,18,19475,24115,5504357,67290,1836,290608,4152,0.21,98720
43,2432939,134039,39950803,4630645,18,19475,24115,5743337,68604,1836,290608,4152,17.71,98720
44,2454961,137576,40876108,4674790,18,19475,24115,5802118,70219,1836,290608,4152,3.25,98720
45,2522389,140338,41697753,4802141,18,19475,24115,5940124,71679,1836,290608,4152,9.56,98720
46,2610125,143721,44604487,4953815,18,19475,24115,6101794,73149,1836,290608,4152,11.72,98720
47,2668704,146412,43327582,5068600,18,19475,24115,6221340,74579,1836,290608,4152,8.15,98720
48,2722091,149067,44181626,5172443,18,19475,24115,6333967,75954,1836,290608,4152,7.60,98720
49,2782678,152192,45010725,5292276,18,19475,24115,6465708,77495,1836,290608,4152,8.84,98720
50,2840433,155308,45853155,5406068,18,19475,24115,6590781,79088,1836,290608,4152,8.07,98720
51,2897531,157559,48955815,5515875,18,19475,24115,6711246,80528,1836,290608,4152,8.12,98720
