IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
240523559,14.93,4036,359,18,605853,42830974,27228,44086,2156493,14485,92111241,92982924
3532476,0.01,4116,0,18,3720,583,27228,44087,4599,13404,7665,709279
4530682,0.00,4116,1,18,4880,5907,27228,44087,18716,13404,9899,721647
5516112,0.00,4116,2,18,6170,5907,27228,44087,25423,13404,10927,734447
7096662,16.29,4116,3,18,7765,130079,27228,44087,32296,13404,260667,986506
6838230,16.76,4116,4,18,9443,253774,27228,44087,37269,13404,513797,1236502
7506141,16.07,4116,5,18,10992,370284,27228,44087,42251,13404,764736,1485659
9237847,17.10,4116,6,18,12603,496823,27228,44087,47950,13404,1028700,1749689
8814826,16.34,4116,7,18,14384,617496,27228,44087,52644,13404,1286289,2007877
10675257,16.54,4116,8,18,15993,736770,27228,44087,58440,13404,1543618,2268739
10162403,14.70,4116,9,18,17458,844941,27228,44087,63534,13404,1773577,2498234
10866471,13.88,4116,10,18,19028,949519,27228,44087,68701,13404,1995192,2720166
11525607,16.20,4116,11,18,20709,1067397,27228,44087,75831,13404,2246234,2971804
13626640,15.87,4116,12,18,22463,1183153,27228,44087,81917,13404,2496429,3224079
14387166,13.54,4116,13,18,24001,1281960,27228,44087,88263,13404,2708632,3445147
13586820,15.82,4116,14,18,25594,1393328,27228,44087,95634,13404,2951197,3690561
15818730,17.49,4116,15,18,27335,1518044,27228,44087,99711,13404,3222023,3962071
14847911,18.33,4116,16,18,29012,1653153,27228,44087,105127,13404,3510764,4244005
17172316,18.85,4116,17,18,30606,1790389,27228,44087,111390,13404,3803262,4536337
17848318,18.96,4116,18,18,32417,1924949,27228,44087,117460,13404,4093186,4826738
16720225,17.77,4116,19,18,34089,2053656,27228,44087,121910,13404,4367447,5100071
17350077,18.08,4116,20,18,35729,2184512,27228,44087,127547,13404,4646633,5377321
17996949,16.87,4116,21,18,37444,2309548,27228,44087,132173,13404,4911775,5640692
18653911,16.65,4116,22,18,38987,2432757,27228,44087,139001,13404,5172597,5902165
19309548,16.57,4116,23,18,40592,2553663,27228,44087,145263,13404,5431401,6164220
