period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,298,507,4345691,9609,18,19482,24151,704067,3702,1837,290608,4152,0.01,98680
1,3780,11667,4520622,12929,18,19482,24151,716522,4958,1837,290608,4152,0.00,98680
2,3780,14280,5506821,13804,18,19482,24151,728683,6165,1837,290608,4152,0.00,98680
3,67411,16868,6334874,134731,18,19482,24151,861612,7692,1837,290608,4152,8.63,98680
4,125133,19797,7176253,245712,18,19482,24151,983820,9276,1837,290608,4152,8.46,98680
5,176874,22972,8035619,344456,18,19482,24151,1095529,10872,1837,290608,4152,7.25,98680
6,234061,26259,8874725,458531,18,19482,24151,1220287,12516,1837,290608,4152,8.20,98680
7,297625,28628,9705872,578488,18,19482,24151,1350697,13908,1837,290608,4152,8.92,98680
8,355635,31668,10545173,688853,18,19482,24151,1473469,15528,1837,290608,4152,8.14,98680
9,417933,35130,11383907,802465,18,19482,24151,1598314,17056,1837,290608,4152,8.53,98680
10,474873,39134,12230196,914721,18,19482,24151,1719155,18794,1837,290608,4152,8.29,98680
11,532344,41676,13075264,1024084,18,19482,24151,1837871,20457,1837,290608,4152,7.97,98680
12,585931,44728,13926210,1128788,18,19482,24151,1953385,21804,1837,290608,4152,7.55,98680
13,650271,48026,15903326,1251997,18,19482,24151,2086406,23407,1837,290608,4152,9.11,98680
14,710641,51064,15595615,1362702,18,19482,24151,2208695,24983,1837,290608,4152,8.07,98680
15,767163,54134,16436943,1473821,18,19482,24151,2331015,26626,1837,290608,4152,8.22,98680
16,826156,56464,17274067,1588170,18,19482,24151,2455669,28284,1837,290608,4152,8.40,98680
17,884437,59594,18116971,1702054,18,19482,24151,2579137,29763,1837,290608,4152,8.11,98680
18,944206,62708,18948954,1820535,18,19482,24151,2707737,31573,1837,290608,4152,8.62,98680
19,1000853,66397,21122821,1926433,18,19482,24151,2825198,33264,1837,290608,4152,7.92,98680
