period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
46,1738330,370193,17058152,33699934,19,19509,24077,54715,6881039,1843,290608,4152,8.55
47,1776472,379669,17339784,34425863,19,19509,24077,55842,7024688,1843,290608,4152,8.51
48,1814601,387149,17618577,35148632,19,19509,24077,56923,7161048,1843,290608,4152,8.42
49,1855158,391592,17875646,35918897,19,19509,24077,58076,7301505,1843,290608,4152,8.36
50,1894294,394813,46092908,36733803,19,19509,24077,59179,7443200,1843,290608,4152,8.41
51,1933762,409343,46947614,37601851,19,19509,24077,60278,7584848,1843,290608,4152,8.68
52,1973249,425388,47795344,38440292,19,19509,24077,61383,7726278,1843,290608,4152,8.68
53,2011225,428894,18618797,39219375,19,19509,24077,62519,7863032,1843,290608,4152,8.33
54,2048290,436363,18855973,40010569,19,19509,24077,63570,8003254,1843,290608,4152,8.46
55,2086804,447410,19092284,40803983,19,19509,24077,64616,8141961,1843,290608,4152,8.47
56,2126923,450486,51200619,41519876,19,19509,24077,65748,8278280,1843,290608,4152,8.34
57,2166418,453567,52027116,42234841,19,19509,24077,66824,8421592,1843,290608,4152,8.68
58,2203435,456263,19954213,42945965,19,19509,24077,67897,8563565,1843,290608,4152,8.56
59,2242696,464743,20293523,43629871,19,19509,24077,68915,8700831,1843,290608,4152,8.37
60,2281044,468510,20559186,44387184,19,19509,24077,69983,8837887,1843,290608,4152,8.16
61,2320965,471874,55427053,45132999,19,19509,24077,71112,8977357,1843,290608,4152,8.54
62,2360550,487901,56270935,45968262,19,19509,24077,72158,9121586,1843,290608,4152,8.68
63,2398560,491723,21212412,46745607,19,19509,24077,73324,9258671,1843,290608,4152,8.42
64,2438076,496485,21456341,47532685,19,19509,24077,74379,9401613,1843,290608,4152,8.62
65,2476689,500274,21662266,48358052,19,19509,24077,75446,9542001,1843,290608,4152,8.60
66,2515779,508012,21915947,49130787,19,19509,24077,76604,9683171,1843,290608,4152,8.36
67,2554900,511496,60548745,49892605,19,19509,24077,77697,9819332,1843,290608,4152,8.32
68,2594162,515017,61377736,50637392,19,19509,24077,78756,9961729,1843,290608,4152,8.68
69,2629471,531046,62225378,51285508,19,19509,24077,79846,10097298,1843,290608,4152,8.16
70,2671321,544899,23085714,51997547,19,19509,24077,80883,10241591,1843,290608,4152,8.88
71,2709651,552146,23466730,52631143,19,19509,24077,81981,10380311,1843,290608,4152,8.16
72,2748860,555800,64775377,53350498,19,19509,24077,83082,10518500,1843,290608,4152,8.38
73,2788491,560045,65604859,54048924,19,19509,24077,84268,10660792,1843,290608,4152,8.68
74,2825174,563534,24319136,54771820,19,19509,24077,85360,10795760,1843,290608,4152,8.11
75,2865235,566952,24586510,55537370,19,19509,24077,86394,10937850,1843,290608,4152,8.70
76,2904124,570143,68156540,56325635,19,19509,24077,87484,11073304,1843,290608,4152,8.12
77,2943489,579081,24970105,57153362,19,19509,24077,88549,11213566,1843,290608,4152,8.67
78,2981686,591371,69857072,57950892,19,19509,24077,89688,11353536,1843,290608,4152,8.68
79,3021798,608639,25548422,58619368,19,19509,24077,90784,11492193,1843,290608,4152,8.46
80,3059970,614683,71554067,59268152,19,19509,24077,91815,11633620,1843,290608,4152,8.50
81,3099462,625936,72404702,59869615,19,19509,24077,92907,11769104,1843,290608,4152,8.14
82,3138802,628641,73241892,60660594,19,19509,24077,93953,11909949,1843,290608,4152,8.53
83,3178528,644670,74089917,61459820,19,19509,24077,95161,12047880,1843,290608,4152,8.68
84,3216450,651535,27036430,62167565,19,19509,24077,96230,12185254,1843,290608,4152,8.38
85,3253916,655164,27299257,62902405,19,19509,24077,97352,12320546,1843,290608,4152,8.16
86,3291590,662384,27542155,63664797,19,19509,24077,98427,12456922,1843,290608,4152,8.21
87,3330483,669298,27686728,64516422,19,19509,24077,99471,12602009,1843,290608,4152,8.87
88,3368951,675621,27909551,65285832,19,19509,24077,100509,12738537,1843,290608,4152,8.19
89,3408044,679698,28126048,66095772,19,19509,24077,101654,12877640,1843,290608,4152,8.62
90,3447259,684040,28380398,66859284,19,19509,24077,102794,13016928,1843,290608,4152,8.26
91,3488354,687181,80862541,67619906,19,19509,24077,103868,13156584,1843,290608,4152,8.54
92,3524945,695171,28943572,68298311,19,19509,24077,104866,13296277,1843,290608,4152,8.40
93,3563310,702431,29251957,68988390,19,19509,24077,105942,13436359,1843,290608,4152,8.34
94,3602545,706045,29521996,69741237,19,19509,24077,107012,13577753,1843,290608,4152,8.36
95,3641696,709395,84246922,70488805,19,19509,24077,108134,13719769,1843,290608,4152,8.48
96,3682377,723941,30015480,71260330,19,19509,24077,109284,13862136,1843,290608,4152,8.60
97,3722073,727231,30270479,72027424,19,19509,24077,110329,13998366,1843,290608,4152,8.47
98,3760581,730931,86797096,72813868,19,19509,24077,111379,14140637,1843,290608,4152,8.61
99,3800245,744411,30689652,73644273,19,19509,24077,112508,14277728,1843,290608,4152,8.41
100,3840556,749060,88521252,74492896,19,19509,24077,113706,14416773,1843,290608,4152,8.34
101,3879605,752076,89347676,75167159,19,19509,24077,114776,14557400,1843,290608,4152,8.49
102,3918975,761728,31499447,75862493,19,19509,24077,115839,14694177,1843,290608,4152,8.59
103,3956491,770982,31852680,76512054,19,19509,24077,116865,14833138,1843,290608,4152,8.32
104,3995920,778366,32237230,77147638,19,19509,24077,117944,14975268,1843,290608,4152,8.42
105,4033795,781650,92712525,77864855,19,19509,24077,119079,15111417,1843,290608,4152,8.28
106,4074514,789448,93537449,78516196,19,19509,24077,120127,15255367,1843,290608,4152,8.68
107,4111631,803155,33247338,79161620,19,19509,24077,121232,15396748,1843,290608,4152,8.54
108,4151091,810876,95236397,79893908,19,19509,24077,122267,15536393,1843,290608,4152,8.41
109,4188137,814263,96075266,80683504,19,19509,24077,123360,15671262,1843,290608,4152,8.00
110,4226705,827529,96918588,81512508,19,19509,24077,124477,15811459,1843,290608,4152,8.68
111,4231903,837796,97883632,82046011,19,19509,24077,126047,15851271,1843,290608,4152,1.08
112,4233243,843821,98853882,82615387,19,19509,24077,127214,15878783,1843,290608,4152,0.21
113,4234633,857351,99831793,82921787,19,19509,24077,128034,15903919,1843,290608,4152,0.26
114,4288726,865572,35691875,83763375,19,19509,24077,129001,16088446,1843,290608,4152,11.66
115,4340236,872538,35770373,84722638,19,19509,24077,130168,16274051,1843,290608,4152,11.59
116,4390217,880963,35868444,85624115,19,19509,24077,131275,16456152,1843,290608,4152,11.47
117,4437858,891126,103031271,86554333,19,19509,24077,132404,16626654,1843,290608,4152,10.47
118,4483644,908861,36009001,87530327,19,19509,24077,133543,16797946,1843,290608,4152,10.84
119,4530307,917440,104672039,88459661,19,19509,24077,134636,16965710,1843,290608,4152,10.21
120,4576886,930709,105510137,89417498,19,19509,24077,135753,17134561,1843,290608,4152,10.60
121,4628767,947707,36229067,90377216,19,19509,24077,136831,17317345,1843,290608,4152,11.85
122,4679021,958795,107112547,91304269,19,19509,24077,137992,17493085,1843,290608,4152,11.19
123,4721240,972553,36521648,92095079,19,19509,24077,139113,17641463,1843,290608,4152,9.03
124,4760634,980621,108777306,92814414,19,19509,24077,140208,17784052,1843,290608,4152,8.69
125,4799890,996212,109618434,93439207,19,19509,24077,141346,17919455,1843,290608,4152,8.28
126,4838980,1003774,37554740,94094975,19,19509,24077,142417,18058781,1843,290608,4152,8.33
127,4877466,1007756,111324358,94822673,19,19509,24077,143439,18195018,1843,290608,4152,8.34
128,4916960,1019998,112155142,95492989,19,19509,24077,144522,18336564,1843,290608,4152,8.68
129,4953644,1026622,112990730,96234724,19,19509,24077,145617,18473104,1843,290608,4152,8.15
130,4993492,1043175,38672785,97005170,19,19509,24077,146671,18610813,1843,290608,4152,8.62
131,5033545,1046908,38966480,97738207,19,19509,24077,147724,18751873,1843,290608,4152,8.43
132,5072633,1050396,115549789,98418193,19,19509,24077,148781,18892510,1843,290608,4152,8.40
133,5110988,1064828,39539323,99174891,19,19509,24077,149817,19032872,1843,290608,4152,8.52
134,5150473,1068081,39791020,99944566,19,19509,24077,150865,19176118,1843,290608,4152,8.69
135,5187391,1073408,40077475,100678068,19,19509,24077,151852,19313357,1843,290608,4152,8.22
136,5228156,1081239,40333445,101432096,19,19509,24077,152890,19455593,1843,290608,4152,8.58
137,5265964,1084772,119788954,102135554,19,19509,24077,153920,19593584,1843,290608,4152,8.23
138,5306029,1088373,120613106,102757653,19,19509,24077,154999,19737592,1843,290608,4152,8.68
139,5343854,1105403,121468560,103441578,19,19509,24077,156036,19876666,1843,290608,4152,8.34
140,5382034,1111694,41682813,104123074,19,19509,24077,157143,20019446,1843,290608,4152,8.67
141,5419931,1115519,42080011,104736783,19,19509,24077,158156,20158256,1843,290608,4152,8.16
142,5459006,1120950,124013881,105473963,19,19509,24077,159168,20299654,1843,290608,4152,8.44
143,5498801,1135061,42657940,106184556,19,19509,24077,160229,20442220,1843,290608,4152,8.68
144,5536465,1144234,42977693,106855220,19,19509,24077,161168,20578611,1843,290608,4152,8.42
145,5575476,1151082,43236853,107619489,19,19509,24077,162151,20720769,1843,290608,4152,8.64
146,5615201,1159669,43373393,108492552,19,19509,24077,163136,20858492,1843,290608,4152,8.47
147,5653930,1162788,43545969,109315742,19,19509,24077,164176,20990171,1843,290608,4152,8.06
148,5691841,1166051,43750161,110097857,19,19509,24077,165299,21130726,1843,290608,4152,8.56
149,5730029,1173104,43923510,110919498,19,19509,24077,166281,21270508,1843,290608,4152,8.37
150,5768864,1176992,130821789,111776955,19,19509,24077,167455,21413206,1843,290608,4152,8.51
151,5809020,1191686,44395221,112513052,19,19509,24077,168551,21554612,1843,290608,4152,8.77
152,5847842,1194661,44696188,113232363,19,19509,24077,169640,21690857,1843,290608,4152,8.30
153,5887147,1198198,133382008,113911376,19,19509,24077,170790,21831575,1843,290608,4152,8.40
154,5924396,1201719,45343966,114586835,19,19509,24077,171898,21973564,1843,290608,4152,8.54
155,5964805,1206159,45663288,115268313,19,19509,24077,172893,22110261,1843,290608,4152,8.33
156,6003084,1209385,135903588,115932452,19,19509,24077,173944,22246190,1843,290608,4152,8.05
157,6042624,1220935,46274242,116663502,19,19509,24077,174933,22389912,1843,290608,4152,8.68
158,6081316,1229128,46464430,117466331,19,19509,24077,176012,22528903,1843,290608,4152,8.29
159,6120085,1240000,138437222,118302344,19,19509,24077,177102,22670145,1843,290608,4152,8.79
160,6161007,1257386,46890493,119097564,19,19509,24077,178264,22810782,1843,290608,4152,8.45
161,6200429,1263881,47171935,119849683,19,19509,24077,179351,22951215,1843,290608,4152,8.63
162,6239294,1266997,47477868,120558256,19,19509,24077,180388,23091817,1843,290608,4152,8.48
163,6279790,1270333,141852430,121231401,19,19509,24077,181476,23230313,1843,290608,4152,8.34
164,6316087,1275627,48082480,121954681,19,19509,24077,182533,23365429,1843,290608,4152,8.34
165,6355805,1279443,143535437,122738451,19,19509,24077,183638,23503451,1843,290608,4152,8.46
166,6395431,1290917,48514130,123553830,19,19509,24077,184777,23646186,1843,290608,4152,8.67
167,6434498,1299342,48782840,124280398,19,19509,24077,185893,23780970,1843,290608,4152,8.16
168,6473967,1308209,49050512,125012508,19,19509,24077,186946,23923484,1843,290608,4152,8.62
169,6511561,1314998,49325337,125735575,19,19509,24077,187954,24062206,1843,290608,4152,8.32
170,6549796,1321857,49627927,126431019,19,19509,24077,189085,24199398,1843,290608,4152,8.24
171,6589037,1327156,148604239,127139474,19,19509,24077,190060,24342381,1843,290608,4152,8.42
172,6629688,1338261,149455675,127948831,19,19509,24077,191172,24485190,1843,290608,4152,8.68
173,6668392,1354359,50316564,128792161,19,19509,24077,192217,24627636,1843,290608,4152,8.64
174,6709216,1361067,50627875,129506793,19,19509,24077,193441,24769845,1843,290608,4152,8.62
175,6746662,1365456,152012072,130170419,19,19509,24077,194429,24906751,1843,290608,4152,8.24
176,6785389,1378529,51269388,130888992,19,19509,24077,195450,25046025,1843,290608,4152,8.49
