period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,415,685,4347273,9664,18,19490,24062,3753,705566,1836,290608,4152,0.01,98751
1,3372,11693,4521102,12947,18,19490,24062,5071,718021,1836,290608,4152,0.00,98751
2,3372,14287,5507644,13821,18,19490,24062,6214,730118,1836,290608,4152,0.00,98751
3,138848,17234,6188336,249465,18,19490,24062,7597,954541,1836,290608,4152,16.27,98751
4,279280,20742,6867307,495573,18,19490,24062,8891,1173652,1836,290608,4152,16.39,98751
5,416261,23662,7547085,740671,18,19490,24062,10320,1393341,1836,290608,4152,15.93,98751
6,553334,26558,8227259,983409,18,19490,24062,11630,1612014,1836,290608,4152,16.27,98751
7,702145,29633,9950730,1246226,18,19490,24062,12899,1848751,1836,290608,4152,17.77,98751
8,841111,32525,9580816,1484968,18,19490,24062,14236,2059205,1836,290608,4152,15.71,98751
9,973689,34735,10273971,1721387,18,19490,24062,15687,2273236,1836,290608,4152,15.76,98751
10,1114811,37649,10960645,1965948,18,19490,24062,17053,2489929,1836,290608,4152,16.16,98751
11,1264855,40312,11630432,2227256,18,19490,24062,18504,2719426,1836,290608,4152,17.29,98751
12,1411772,43721,12300800,2488749,18,19490,24062,19787,2953014,1836,290608,4152,17.41,98751
13,1542818,47867,12996217,2722064,18,19490,24062,21249,3159250,1836,290608,4152,15.27,98751
14,1617759,50923,13804302,2863541,18,19490,24062,22800,3295569,1836,290608,4152,9.32,98751
15,1697400,54366,14621841,2996858,18,19490,24062,24168,3424386,1836,290608,4152,9.04,98751
16,1849168,56781,15280144,3260038,18,19490,24062,25622,3657710,1836,290608,4152,17.39,98751
17,1993036,59360,15948551,3519219,18,19490,24062,27064,3890568,1836,290608,4152,17.53,98751
18,2123770,62686,16627222,3764909,18,19490,24062,28376,4119149,1836,290608,4152,17.15,98751
19,2273052,65863,17292290,4023736,18,19490,24062,29830,4349274,1836,290608,4152,17.25,98751
20,2423249,68861,17943107,4290854,18,19490,24062,31395,4588865,1836,290608,4152,17.71,98751
21,2576136,71680,18603180,4558194,18,19490,24062,32863,4825397,1836,290608,4152,17.94,98751
22,2722281,74248,19268281,4816381,18,19490,24062,34144,5058171,1836,290608,4152,17.51,98751
23,2880233,77220,19930140,5083497,18,19490,24062,35747,5294935,1836,290608,4152,17.91,98751
24,3025809,80526,22199370,5335783,18,19490,24062,37274,5524112,1836,290608,4152,16.82,98751
25,3170493,83420,22906746,5586366,18,19490,24062,38885,5748124,1836,290608,4152,16.53,98751
26,3312650,86469,21958179,5834988,18,19490,24062,40323,5969126,1836,290608,4152,16.64,98751
27,3461141,89290,22620400,6096431,18,19490,24062,41727,6201583,1836,290608,4152,17.25,98751
28,3607574,91914,23289363,6354468,18,19490,24062,43267,6433230,1836,290608,4152,17.26,98751
29,3639268,94628,24194608,6416639,18,19490,24062,45013,6503472,1836,290608,4152,4.08,98751
30,3761284,97763,24917322,6627373,18,19490,24062,46443,6693461,1836,290608,4152,13.73,98751
31,3910284,100982,25569584,6893133,18,19490,24062,47934,6931626,1836,290608,4152,18.04,98751
32,4042230,103769,26254380,7133111,18,19490,24062,49297,7153143,1836,290608,4152,16.35,98751
33,4179244,106386,26932367,7378662,18,19490,24062,50749,7374100,1836,290608,4152,16.32,98751
34,4273617,109306,27708011,7547770,18,19490,24062,52301,7531810,1836,290608,4152,11.39,98751
35,4363663,112543,28494475,7710842,18,19490,24062,53681,7684996,1836,290608,4152,11.16,98751
36,4513424,115718,29162217,7978086,18,19490,24062,55095,7928554,1836,290608,4152,17.99,98751
37,4644900,118620,29842113,8221471,18,19490,24062,56368,8154203,1836,290608,4152,16.83,98751
38,4776944,121702,30525693,8463495,18,19490,24062,57769,8380077,1836,290608,4152,16.64,98751
