period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,417,213,4427194,7127,19,19445,23690,3685,701929,1836,290608,4152,0.01,100130
1,4030,11687,4599739,12021,19,19445,23690,5018,716645,1836,290608,4152,0.00,100130
2,4030,14296,5583694,14345,19,19445,23690,6432,730861,1836,290608,4152,0.01,100130
3,18589,16885,6522313,143357,19,19445,23690,8123,778037,1836,290608,4152,1.98,100130
4,35262,19684,7441003,368971,19,19445,23690,9557,844310,1836,290608,4152,3.36,100130
5,97028,37816,8194330,1277223,19,19445,23690,10810,1047077,1836,290608,4152,13.58,100130
6,160224,47821,8310977,2171057,19,19445,23690,11916,1256437,1836,290608,4152,14.33,100130
7,176436,55459,9908041,2530435,19,19445,23690,13390,1327354,1836,290608,4152,3.34,100130
8,231153,58728,10688080,3287744,19,19445,23690,14609,1509054,1836,290608,4152,11.85,100130
9,278683,72537,11514099,3992498,19,19445,23690,15704,1664962,1836,290608,4152,10.20,100130
10,287711,75649,12454372,4312999,19,19445,23690,17280,1716200,1836,290608,4152,2.11,100130
11,327338,81558,13291562,4901730,19,19445,23690,18740,1852182,1836,290608,4152,8.39,100130
12,392535,94373,10694796,5806645,19,19445,23690,20010,2067338,1836,290608,4152,14.56,100130
13,435377,99019,11081682,6413854,19,19445,23690,21156,2208059,1836,290608,4152,8.64,100130
14,472731,109421,11523429,6984954,19,19445,23690,22397,2346155,1836,290608,4152,8.28,100130
15,511717,115798,11962745,7551452,19,19445,23690,23581,2481917,1836,290608,4152,8.33,100130
16,551816,119060,17417468,8149405,19,19445,23690,24663,2614782,1836,290608,4152,8.48,100130
17,589845,122355,18255136,8736303,19,19445,23690,25717,2748543,1836,290608,4152,8.35,100130
18,614462,136477,19161398,9174192,19,19445,23690,27139,2844139,1836,290608,4152,5.51,100130
19,616019,139600,20133168,9329030,19,19445,23690,28633,2869324,1836,290608,4152,0.22,100130
20,687693,142717,14324586,10185612,19,19445,23690,29859,3094893,1836,290608,4152,15.46,100130
21,744037,146542,21645748,10878055,19,19445,23690,31012,3279308,1836,290608,4152,12.00,100130
22,784372,155930,15122305,11390416,19,19445,23690,32135,3417217,1836,290608,4152,8.66,100130
23,822996,166115,15599853,11900478,19,19445,23690,33102,3553575,1836,290608,4152,8.47,100130
24,861023,169044,24175431,12381554,19,19445,23690,34201,3683075,1836,290608,4152,7.93,100130
25,901586,171836,25017261,12872489,19,19445,23690,35267,3820550,1836,290608,4152,8.46,100130
26,940605,176267,17133815,13359124,19,19445,23690,36416,3954491,1836,290608,4152,8.62,100130
27,978267,180265,17666470,13825860,19,19445,23690,37503,4085561,1836,290608,4152,7.99,100130
28,1017958,183290,27549923,14320459,19,19445,23690,38602,4219996,1836,290608,4152,8.26,100130
29,1057516,186382,28384215,14842170,19,19445,23690,39611,4358559,1836,290608,4152,8.66,100130
30,1094768,194820,19145553,15340634,19,19445,23690,40682,4488886,1836,290608,4152,8.18,100130
31,1134888,200612,19653472,15843053,19,19445,23690,41791,4624537,1836,290608,4152,8.30,100130
32,1174186,203928,30928100,16347323,19,19445,23690,42905,4758810,1836,290608,4152,8.39,100130
33,1212815,207256,20616987,16871137,19,19445,23690,44085,4895730,1836,290608,4152,8.62,100130
34,1250771,210616,21125874,17360502,19,19445,23690,45152,5026797,1836,290608,4152,8.03,100130
