period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,esp_timer,wifi,ipc1,sys_evt,Heap,Stack,Mbps,main
38,4410906,115789,30465431,8067995,1814,19,46628,8486673,19461,13322,290608,4152,16.71,105100
39,4539232,118970,31153695,8299342,1814,19,47870,8710053,19461,13322,290608,4152,16.44,105100
40,4654419,122159,31864493,8509700,1814,19,49065,8917233,19461,13322,290608,4152,15.12,105100
41,4793754,125380,32526493,8762544,1814,19,50291,9158812,19461,13322,290608,4152,17.99,105100
42,4918201,128397,33216776,8990299,1814,19,51386,9379921,19461,13322,290608,4152,16.24,105100
43,5056828,131226,33897863,9235716,1814,19,52665,9605082,19461,13322,290608,4152,16.54,105100
44,5191028,134601,37098242,9473294,1814,19,53979,9827056,19461,13322,290608,4152,16.58,105100
45,5330855,137575,35260029,9713781,1814,19,55281,10051805,19461,13322,290608,4152,16.34,105100
46,5462971,140864,35942649,9946974,1814,19,56510,10271773,19461,13322,290608,4152,16.35,105100
47,5601525,143592,39275684,10190399,1814,19,57800,10499485,19461,13322,290608,4152,16.84,105100
48,5733212,146677,40013029,10421126,1814,19,59003,10717044,19461,13322,290608,4152,16.23,105100
49,5870683,149772,37978143,10660711,1814,19,60263,10944473,19461,13322,290608,4152,16.67,105100
50,6007236,152954,41458681,10898306,1814,19,61522,11166269,19461,13322,290608,4152,16.29,105100
51,6131087,156046,39353948,11125857,1814,19,62755,11385860,19461,13322,290608,4152,16.58,105100
52,6262661,159235,40043351,11362460,1814,19,63855,11612495,19461,13322,290608,4152,16.73,105100
53,6389279,162739,43643260,11594346,1814,19,65034,11833179,19461,13322,290608,4152,16.34,105100
54,6519921,165874,41436659,11829451,1814,19,66068,12057116,19461,13322,290608,4152,16.69,105100
55,6647832,168926,42129576,12061821,1814,19,67132,12279946,19461,13322,290608,4152,16.57,105100
56,6775798,172561,42826475,12292385,1814,19,68294,12498945,19461,13322,290608,4152,16.67,105100
57,6906053,175638,46544240,12531486,1814,19,69448,12725444,19461,13322,290608,4152,16.56,105100
58,7018655,178675,44237481,12738866,1814,19,70699,12927736,19461,13322,290608,4152,14.69,105100
59,7160396,181608,48013047,12995211,1814,19,71732,13172334,19461,13322,290608,4152,18.38,105100
60,7276675,184519,45616421,13204713,1814,19,72887,13374921,19461,13322,290608,4152,15.19,105100
61,7417264,187182,49471321,13459991,1814,19,74169,13616704,19461,13322,290608,4152,17.69,105100
62,7545229,190586,46978212,13694029,1814,19,75469,13839327,19461,13322,290608,4152,16.71,105100
63,7674030,193051,50923953,13925887,1814,19,76513,14062083,19461,13322,290608,4152,16.43,105100
64,7802013,195469,48366399,14159176,1814,19,77570,14285214,19461,13322,290608,4152,16.45,105100
65,7926037,198479,49062990,14387210,1814,19,78743,14507435,19461,13322,290608,4152,16.51,105100
66,8058009,201573,49751534,14624317,1814,19,79905,14734949,19461,13322,290608,4152,16.61,105100
67,8185017,204556,50441363,14854459,1814,19,81083,14957539,19461,13322,290608,4152,16.36,105100
68,8311020,207551,54570954,15083229,1814,19,82175,15176762,19461,13322,290608,4152,16.50,105100
69,8437222,210522,51832045,15315638,1814,19,83334,15403120,19461,13322,290608,4152,16.48,105100
70,8564728,213710,52519622,15547092,1814,19,84616,15628067,19461,13322,290608,4152,16.45,105100
71,8691060,216887,53215034,15775659,1814,19,85771,15845422,19461,13322,290608,4152,16.17,105100
72,8824502,220357,53901466,16014477,1814,19,87013,16071895,19461,13322,290608,4152,16.94,105100
73,8955277,223292,54592466,16250179,1814,19,88035,16295541,19461,13322,290608,4152,16.49,105100
74,9072832,226456,55310544,16464075,1814,19,89312,16499678,19461,13322,290608,4152,15.22,105100
75,9204922,229617,55984514,16708347,1814,19,90486,16733894,19461,13322,290608,4152,17.65,105100
76,9333360,232491,56672090,16945769,1814,19,91638,16960155,19461,13322,290608,4152,16.68,105100
77,9457887,235286,57364736,17174449,1814,19,92911,17181468,19461,13322,290608,4152,16.53,105100
78,9588049,238652,58058280,17410268,1814,19,94088,17408455,19461,13322,290608,4152,16.49,105100
79,9715004,241803,58757308,17638658,1814,19,95222,17626798,19461,13322,290608,4152,16.22,105100
80,9845309,245300,59447487,17874114,1814,19,96304,17850926,19461,13322,290608,4152,17.00,105100
81,9973911,247984,60144859,18106344,1814,19,97369,18074446,19461,13322,290608,4152,16.36,105100
82,10092884,250549,60859868,18323217,1814,19,98545,18284375,19461,13322,290608,4152,15.26,105100
83,10211665,253304,61562062,18541994,1814,19,99716,18495133,19461,13322,290608,4152,15.66,105100
84,10369379,256039,62212638,18811958,1814,19,101059,18741207,19461,13322,290608,4152,17.93,105100
85,10519696,259117,62870772,19070684,1814,19,102428,18977145,19461,13322,290608,4152,17.18,105100
86,10662868,261878,63548103,19315186,1814,19,103679,19201956,19461,13322,290608,4152,16.36,105100
87,10810230,264876,64221867,19564955,1814,19,104992,19430994,19461,13322,290608,4152,16.70,105100
88,10944214,267494,64912333,19802688,1814,19,106153,19653189,19461,13322,290608,4152,16.51,105100
89,11064386,270781,65605334,20028892,1814,19,107530,19871214,19461,13322,290608,4152,16.17,105100
90,11195654,274054,66300604,20264147,1814,19,108576,20094952,19461,13322,290608,4152,16.83,105100
91,11322586,277532,66997295,20495685,1814,19,109622,20315283,19461,13322,290608,4152,16.55,105100
92,11447121,280446,67695841,20719945,1814,19,110782,20533804,19461,13322,290608,4152,15.88,105100
93,11588405,283040,68360441,20968341,1814,19,111977,20766450,19461,13322,290608,4152,17.10,105100
94,11728303,286427,69031561,21210631,1814,19,113241,20992347,19461,13322,290608,4152,16.64,105100
95,11862652,289120,74192591,21443450,1814,19,114414,21213109,19461,13322,290608,4152,16.33,105100
96,12000463,292408,74912121,21683924,1814,19,115494,21434148,19461,13322,290608,4152,16.56,105100
97,12134772,294756,71068192,21925314,1814,19,116909,21659230,19461,13322,290608,4152,16.64,105100
98,12270135,297854,71759355,22161272,1814,19,118177,21876513,19461,13322,290608,4152,16.25,105100
99,12409122,301544,77083697,22401635,1814,19,119290,22100036,19461,13322,290608,4152,16.60,105100
100,12549659,304696,73111575,22646519,1814,19,120426,22326458,19461,13322,290608,4152,16.61,105100
101,12683485,307310,73800932,22880089,1814,19,121507,22546772,19461,13322,290608,4152,16.32,105100
102,12784299,310763,74549860,23061553,1814,19,122838,22725302,19461,13322,290608,4152,13.05,105100
103,12928931,313495,75209959,23317519,1814,19,124106,22964815,19461,13322,290608,4152,17.78,105100
104,13085611,316438,75849280,23591411,1814,19,125333,23218315,19461,13322,290608,4152,18.72,105100
105,13225368,319735,76529178,23834226,1814,19,126538,23441982,19461,13322,290608,4152,16.65,105100
106,13354941,322249,77216130,24070578,1814,19,127761,23662972,19461,13322,290608,4152,16.27,105100
107,13479257,324915,77905452,24303078,1814,19,128974,23887335,19461,13322,290608,4152,16.69,105100
108,13607586,328747,78595995,24537440,1814,19,130113,24110142,19461,13322,290608,4152,16.68,105100
109,13736007,331642,79289841,24772638,1814,19,131080,24332851,19461,13322,290608,4152,16.50,105100
110,13865013,334339,79984734,25007954,1814,19,132202,24554208,19461,13322,290608,4152,16.42,105100
111,13991850,338268,85791909,25239580,1814,19,133254,24774129,19461,13322,290608,4152,16.69,105100
112,14124215,341180,86516600,25474738,1814,19,134370,24995015,19461,13322,290608,4152,16.38,105100
113,14252466,344300,82079089,25706979,1814,19,135577,25215075,19461,13322,290608,4152,16.52,105100
114,14380262,348077,82771208,25940185,1814,19,136685,25438407,19461,13322,290608,4152,16.56,105100
115,14505988,350701,83464257,26168717,1814,19,137798,25656880,19461,13322,290608,4152,16.66,105100
116,14636838,353308,84157810,26406843,1814,19,138963,25883604,19461,13322,290608,4152,16.39,105100
117,14751466,356672,90191165,26617683,1814,19,140044,26091354,19461,13322,290608,4152,15.39,105100
118,14895610,359766,85539383,26863134,1814,19,141542,26320057,19461,13322,290608,4152,16.29,105100
119,15052587,363347,86182415,27127950,1814,19,142808,26563979,19461,13322,290608,4152,17.77,105100
120,15203977,366247,92300057,27378455,1814,19,144041,26792639,19461,13322,290608,4152,16.39,105100
121,15353747,368966,87520010,27630256,1814,19,145392,27023208,19461,13322,290608,4152,16.69,105100
122,15490639,371941,93735471,27868205,1814,19,146477,27245228,19461,13322,290608,4152,16.30,105100
123,15613075,374976,88910182,28093461,1814,19,147648,27462258,19461,13322,290608,4152,16.67,105100
124,15741477,377620,89599955,28329103,1814,19,148946,27688660,19461,13322,290608,4152,16.58,105100
125,15867929,380201,90296954,28560494,1814,19,150080,27910516,19461,13322,290608,4152,16.35,105100
126,15993261,384062,96667193,28790474,1814,19,151294,28132960,19461,13322,290608,4152,16.67,105100
127,16101881,387441,97446693,28990946,1814,19,152585,28332524,19461,13322,290608,4152,14.10,105100
128,16226884,390284,92400355,29216309,1814,19,153780,28547734,19461,13322,290608,4152,15.59,105100
129,16378090,392857,93055834,29476103,1814,19,155233,28786376,19461,13322,290608,4152,17.51,105100
130,16537531,396060,93701097,29747182,1814,19,156508,29032917,19461,13322,290608,4152,17.89,105100
131,16684254,399144,94356629,30002520,1814,19,157807,29271673,19461,13322,290608,4152,17.45,105100
132,16818302,402421,95045777,30234261,1814,19,159082,29490003,19461,13322,290608,4152,15.99,105100
133,16961600,405342,95707640,30484253,1814,19,160318,29723124,19461,13322,290608,4152,17.00,105100
134,17090302,408221,96397510,30714863,1814,19,161398,29946443,19461,13322,290608,4152,16.61,105100
135,17214197,411660,97091502,30936659,1814,19,162457,30163435,19461,13322,290608,4152,15.86,105100
136,17353531,415103,103923654,31176059,1814,19,163658,30387882,19461,13322,290608,4152,16.24,105100
137,17507063,417805,104624769,31435940,1814,19,164949,30627160,19461,13322,290608,4152,17.35,105100
138,17538282,420587,99332458,31488065,1814,19,166236,30685528,19461,13322,290608,4152,3.47,105100
139,17578114,422902,100225415,31558944,1814,19,168028,30762137,19461,13322,290608,4152,4.55,105100
140,17705067,426286,100930500,31783624,1814,19,169293,30977872,19461,13322,290608,4152,15.61,105100
141,17828514,429073,101610970,32018697,1814,19,170389,31209166,19461,13322,290608,4152,17.32,105100
142,17966482,432274,108666273,32269886,1814,19,171636,31450876,19461,13322,290608,4152,17.84,105100
143,18101040,435946,109374865,32516810,1814,19,172571,31686962,19461,13322,290608,4152,17.76,105100
144,18242495,439060,103607138,32779054,1814,19,173777,31934894,19461,13322,290608,4152,18.67,105100
145,18382602,442494,104268954,33035310,1814,19,174974,32177167,19461,13322,290608,4152,18.36,105100
146,18498582,445940,104973489,33249753,1814,19,176304,32388334,19461,13322,290608,4152,15.68,105100
147,18644490,449374,105618769,33516077,1814,19,177432,32642725,19461,13322,290608,4152,19.24,105100
148,18773512,452396,112951055,33755398,1814,19,178523,32873146,19461,13322,290608,4152,17.25,105100
149,18921234,455530,106938118,34027991,1814,19,179626,33131948,19461,13322,290608,4152,19.63,105100
150,19036150,458828,107644612,34243812,1814,19,180868,33342624,19461,13322,290608,4152,15.55,105100
151,19179811,461914,115082856,34507211,1814,19,182003,33596734,19461,13322,290608,4152,19.14,105100
152,19326211,464905,108930418,34778000,1814,19,183253,33855524,19461,13322,290608,4152,19.28,105100
153,19469165,468339,109566365,35045422,1814,19,184336,34111029,19461,13322,290608,4152,19.27,105100
154,19619049,471783,110202223,35318554,1814,19,185498,34369936,19461,13322,290608,4152,19.76,105100
155,19757916,474758,110859087,35575812,1814,19,186664,34618066,19461,13322,290608,4152,18.69,105100
156,19878436,478216,111547207,35801877,1814,19,187921,34838620,19461,13322,290608,4152,16.55,105100
157,20002998,481338,119354803,36033795,1814,19,189218,35063135,19461,13322,290608,4152,16.73,105100
158,20129551,483836,112920210,36262126,1814,19,190312,35282897,19461,13322,290608,4152,16.17,105100
159,20248034,487368,113613373,36482838,1814,19,191543,35499545,19461,13322,290608,4152,15.98,105100
160,20376001,490802,114284319,36720751,1814,19,192815,35731855,19461,13322,290608,4152,17.43,105100
161,20508980,493698,114972122,36957617,1814,19,194080,35955142,19461,13322,290608,4152,16.24,105100
162,20644567,497127,115649955,37198007,1814,19,195308,36179368,19461,13322,290608,4152,16.66,105100
163,20780387,500577,123748706,37438825,1814,19,196516,36401887,19461,13322,290608,4152,16.56,105100
164,20917809,503699,117010835,37679098,1814,19,197863,36625620,19461,13322,290608,4152,16.33,105100
165,21039617,507146,117698738,37905582,1814,19,199049,36845887,19461,13322,290608,4152,16.58,105100
166,21167433,510440,125953008,38142266,1814,19,200376,37074670,19461,13322,290608,4152,16.75,105100
167,21294392,513702,119084705,38369463,1814,19,201439,37292559,19461,13322,290608,4152,16.17,105100
168,21425801,517008,119773818,38605580,1814,19,202532,37515928,19461,13322,290608,4152,16.71,105100
169,21556142,520191,120464938,38840407,1814,19,203792,37740283,19461,13322,290608,4152,16.67,105100
170,21684587,522753,121162754,39071270,1814,19,204895,37959873,19461,13322,290608,4152,16.23,105100
171,21810389,526278,129586593,39301508,1814,19,206053,38181914,19461,13322,290608,4152,16.43,105100
172,21937983,529131,122539517,39536895,1814,19,207200,38408616,19461,13322,290608,4152,16.65,105100
173,22060217,531930,123238922,39762349,1814,19,208290,38625989,19461,13322,290608,4152,16.16,105100
174,22187650,534796,123928333,39995093,1814,19,209435,38850478,19461,13322,290608,4152,16.64,105100
175,22313671,537129,124614066,40229951,1814,19,210614,39076992,19461,13322,290608,4152,16.75,105100
176,22438174,540363,125308806,40460674,1814,19,211780,39297914,19461,13322,290608,4152,16.40,105100
177,22562995,543843,133985567,40689122,1814,19,212919,39519498,19461,13322,290608,4152,16.55,105100
178,22678217,546827,126710389,40903178,1814,19,214066,39726436,19461,13322,290608,4152,15.43,105100
179,22812216,549936,135459624,41148177,1814,19,215053,39960460,19461,13322,290608,4152,17.61,105100
180,22934872,552477,128089229,41375627,1814,19,216277,40178082,19461,13322,290608,4152,16.47,105100
