period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,490,902,4344903,9862,19,19479,24088,3669,707208,1836,290608,4120,0.01,99045
1,6042,11659,4518764,11338,19,19479,24088,4864,718912,1836,290608,4120,0.00,99045
2,6042,14253,5505051,12198,19,19479,24088,6043,731045,1836,290608,4120,0.00,99045
3,81608,16837,6519732,831430,19,19479,24088,7110,960845,1836,290608,4120,16.39,99045
4,157361,20990,6671686,1679585,19,19479,24088,8167,1197275,1836,290608,4120,16.83,99045
5,233265,24376,6838477,2507783,19,19479,24088,9196,1428321,1836,290608,4120,16.40,99045
6,309131,27874,6991707,3351420,19,19479,24088,10254,1665494,1836,290608,4120,16.72,99045
7,383527,31452,7143674,4183827,19,19479,24088,11296,1899639,1836,290608,4120,16.64,99045
8,457849,34480,7296972,5021972,19,19479,24088,12401,2132526,1836,290608,4120,16.71,99045
9,532734,37902,7453164,5856356,19,19479,24088,13376,2363911,1836,290608,4120,16.59,99045
10,606963,41991,7609780,6685264,19,19479,24088,14492,2597651,1836,290608,4120,16.52,99045
11,680506,45433,7770722,7521823,19,19479,24088,15539,2833871,1836,290608,4120,16.66,99045
12,755803,49516,7924864,8363562,19,19479,24088,16600,3067887,1836,290608,4120,16.69,99045
13,832623,52478,8082637,9199231,19,19479,24088,17725,3303470,1836,290608,4120,16.58,99045
14,907052,56397,14117599,10031218,19,19479,24088,18828,3534617,1836,290608,4120,16.55,99045
15,981012,59744,8389962,10876239,19,19479,24088,19920,3772127,1836,290608,4120,16.75,99045
16,1056392,63119,8550129,11700594,19,19479,24088,21068,4005133,1836,290608,4120,16.42,99045
17,1130802,66513,8701225,12542869,19,19479,24088,22073,4242197,1836,290608,4120,16.75,99045
18,1206645,69809,16982310,13375005,19,19479,24088,23100,4473677,1836,290608,4120,16.54,99045
19,1282268,73086,9016649,14210015,19,19479,24088,24112,4708921,1836,290608,4120,16.60,99045
20,1356347,76371,9170327,15042130,19,19479,24088,25248,4942493,1836,290608,4120,16.57,99045
21,1432292,79755,9319540,15878816,19,19479,24088,26398,5178381,1836,290608,4120,16.62,99045
22,1506892,82843,9487386,16693285,19,19479,24088,27493,5405500,1836,290608,4120,16.33,99045
23,1582927,86745,9645294,17530523,19,19479,24088,28575,5640641,1836,290608,4120,16.77,99045
24,1657873,90122,9810097,18356300,19,19479,24088,29589,5874966,1836,290608,4120,16.50,99045
25,1732385,93606,22001988,19198985,19,19479,24088,30691,6114069,1836,290608,4120,16.88,99045
26,1809936,97655,22723806,20023264,19,19479,24088,31868,6345657,1836,290608,4120,16.43,99045
27,1884348,100834,10273553,20864602,19,19479,24088,32926,6583728,1836,290608,4120,16.73,99045
28,1959974,104207,10427910,21694596,19,19479,24088,33945,6815190,1836,290608,4120,16.47,99045
29,2033483,108255,10579890,22531746,19,19479,24088,35058,7051768,1836,290608,4120,16.54,99045
30,2108112,111403,10729989,23371133,19,19479,24088,36093,7285160,1836,290608,4120,16.65,99045
31,2183654,115222,10879045,24212498,19,19479,24088,37220,7519559,1836,290608,4120,16.65,99045
32,2258691,118443,11026769,25053887,19,19479,24088,38169,7756455,1836,290608,4120,16.67,99045
33,2334253,122135,11175303,25900506,19,19479,24088,39299,7996246,1836,290608,4120,16.72,99045
34,2408119,125627,11326761,26736066,19,19479,24088,40409,8229379,1836,290608,4120,16.55,99045
35,2483006,129279,29176838,27574294,19,19479,24088,41495,8461808,1836,290608,4120,16.59,99045
36,2558326,132255,11632791,28394064,19,19479,24088,42540,8693134,1836,290608,4120,16.40,99045
37,2632461,136272,11786293,29232667,19,19479,24088,43596,8928855,1836,290608,4120,16.62,99045
38,2712005,139260,31328346,30072646,19,19479,24088,44734,9164711,1836,290608,4120,16.67,99045
39,2786184,142151,12088227,30901254,19,19479,24088,45848,9396780,1836,290608,4120,16.60,99045
40,2862123,146102,12245243,31736668,19,19479,24088,46875,9629779,1836,290608,4120,16.65,99045
41,2938322,149538,12396582,32574042,19,19479,24088,48009,9863946,1836,290608,4120,16.62,99045
42,3014658,153021,12552891,33410328,19,19479,24088,49097,10098924,1836,290608,4120,16.65,99045
43,3089632,156959,12702846,34260415,19,19479,24088,50183,10339330,1836,290608,4120,16.85,99045
44,3164175,160173,12859402,35099068,19,19479,24088,51257,10574440,1836,290608,4120,16.68,99045
45,3238583,163923,13021244,35931781,19,19479,24088,52355,10807064,1836,290608,4120,16.58,99045
46,3314373,168086,13178652,36770266,19,19479,24088,53365,11042978,1836,290608,4120,16.67,99045
47,3388534,171302,13341289,37604280,19,19479,24088,54431,11278579,1836,290608,4120,16.57,99045
48,3464338,175359,13499480,38447151,19,19479,24088,55504,11516547,1836,290608,4120,16.79,99045
49,3539027,178902,13657974,39284426,19,19479,24088,56550,11752245,1836,290608,4120,16.72,99045
50,3613872,182709,13809037,40126920,19,19479,24088,57646,11989062,1836,290608,4120,16.75,99045
51,3688581,185988,13961853,40962572,19,19479,24088,58705,12224053,1836,290608,4120,16.60,99045
52,3764678,189328,14107753,41812247,19,19479,24088,59797,12461729,1836,290608,4120,16.94,99045
53,3837340,192757,14270103,42635292,19,19479,24088,60833,12695093,1836,290608,4120,16.37,99045
54,3913155,196711,14425579,43469902,19,19479,24088,62000,12930966,1836,290608,4120,16.61,99045
55,3986697,200204,14576417,44306817,19,19479,24088,63055,13168713,1836,290608,4120,16.63,99045
56,4061092,203506,14736293,45130194,19,19479,24088,64163,13400964,1836,290608,4120,16.43,99045
