period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,410,0,4402512,7584,19,19473,13725,3585,701645,1836,290608,4072,0.01,100209
1,2971,11239,4586533,12820,19,19473,13725,5087,717877,1836,290608,4072,0.00,100209
2,2971,13831,5571694,13841,19,19473,13725,6289,730190,1836,290608,4072,0.00,100209
3,13255,16406,6513477,143972,19,19473,13725,7910,777743,1836,290608,4072,1.96,100209
4,30898,19630,8067451,347848,19,19473,13725,9423,842783,1836,290608,4072,3.43,100209
5,94587,23025,8191280,1222074,19,19473,13725,10612,1049539,1836,290608,4072,14.25,100209
6,157303,26158,8955142,2093259,19,19473,13725,11758,1252887,1836,290608,4072,13.89,100209
7,166185,28761,9898640,2340649,19,19473,13725,13272,1302924,1836,290608,4072,2.11,100209
8,217968,31773,10696628,3060706,19,19473,13725,14457,1468439,1836,290608,4072,11.05,100209
9,266450,34890,9627911,3757098,19,19473,13725,15818,1627432,1836,290608,4072,10.64,100209
10,269601,40974,12469634,3959642,19,19473,13725,17476,1658424,1836,290608,4072,0.62,100209
11,271226,48059,13442685,4132580,19,19473,13725,19138,1682220,1836,290608,4072,0.21,100209
12,308793,51346,11714870,4679690,19,19473,13725,20426,1807736,1836,290608,4072,7.99,100209
13,374488,55342,11834299,5556427,19,19473,13725,21621,2022539,1836,290608,4072,14.62,100209
14,445226,58525,11922006,6454354,19,19473,13725,22825,2249350,1836,290608,4072,15.85,100209
15,491883,61664,16574856,7077885,19,19473,13725,24079,2403402,1836,290608,4072,10.09,100209
16,493498,66684,17549238,7240345,19,19473,13725,25496,2426206,1836,290608,4072,0.21,100209
17,551856,78353,18317408,7980752,19,19473,13725,26744,2615065,1836,290608,4072,12.66,100209
18,613659,92852,19094127,8771971,19,19473,13725,27934,2813053,1836,290608,4072,13.33,100209
19,621787,107019,20038588,8987539,19,19473,13725,29867,2863497,1836,290608,4072,1.90,100209
20,623404,123160,21023727,9139692,19,19473,13725,31482,2888428,1836,290608,4072,0.21,100209
21,673328,142424,15656023,9784828,19,19473,13725,32914,3058869,1836,290608,4072,10.97,100209
22,746320,148404,15783204,10656636,19,19473,13725,34070,3291673,1836,290608,4072,16.07,100209
23,798436,154769,23350490,11365450,19,19473,13725,35480,3473784,1836,290608,4072,11.81,100209
24,835069,170459,16586574,11874152,19,19473,13725,36850,3597013,1836,290608,4072,7.64,100209
25,882063,174132,16985796,12469829,19,19473,13725,38201,3752655,1836,290608,4072,9.94,100209
26,923283,177851,17430819,13034380,19,19473,13725,39578,3898918,1836,290608,4072,9.00,100209
27,961890,181942,26714244,13537870,19,19473,13725,40870,4030388,1836,290608,4072,8.12,100209
28,997074,184870,27562368,14007571,19,19473,13725,42305,4156384,1836,290608,4072,7.57,100209
29,1039839,187998,18899068,14552484,19,19473,13725,43590,4301138,1836,290608,4072,9.16,100209
30,1077695,191489,29227233,15063605,19,19473,13725,45144,4432502,1836,290608,4072,8.13,100209
31,1117668,194073,19843854,15594651,19,19473,13725,46476,4570893,1836,290608,4072,8.65,100209
32,1154420,198110,20360927,16071972,19,19473,13725,47709,4700684,1836,290608,4072,8.07,100209
33,1192370,201193,31755912,16578029,19,19473,13725,48883,4833087,1836,290608,4072,8.12,100209
34,1232478,204314,32582081,17127313,19,19473,13725,50328,4976955,1836,290608,4072,8.65,100209
35,1269182,216140,21795540,17629378,19,19473,13725,51683,5109299,1836,290608,4072,8.24,100209
36,1308076,220544,22278388,18158399,19,19473,13725,53015,5246736,1836,290608,4072,8.14,100209
37,1347359,224110,35129203,18691801,19,19473,13725,54643,5387006,1836,290608,4072,8.36,100209
38,1387268,234574,35987246,19248551,19,19473,13725,56004,5527734,1836,290608,4072,8.65,100209
39,1423854,242009,36827483,19744548,19,19473,13725,57313,5660728,1836,290608,4072,8.21,100209
40,1465787,253681,37666924,20287782,19,19473,13725,58704,5803550,1836,290608,4072,8.84,100209
41,1502498,256983,38508392,20782296,19,19473,13725,60046,5935458,1836,290608,4072,7.85,100209
42,1540787,260500,25198961,21284377,19,19473,13725,61558,6070181,1836,290608,4072,8.29,100209
43,1582496,264256,25649286,21835512,19,19473,13725,62879,6212299,1836,290608,4072,8.78,100209
44,1618765,272525,26143074,22342886,19,19473,13725,64231,6344147,1836,290608,4072,7.96,100209
45,1658535,280671,26625367,22866631,19,19473,13725,65527,6480027,1836,290608,4072,8.30,100209
46,1698447,284414,42724155,23389416,19,19473,13725,66953,6620123,1836,290608,4072,8.53,100209
47,1737270,292248,27593953,23888357,19,19473,13725,68301,6753464,1836,290608,4072,8.44,100209
48,1775424,296567,28076319,24418280,19,19473,13725,69815,6890961,1836,290608,4072,8.31,100209
49,1813812,299800,45260468,24930650,19,19473,13725,71219,7023655,1836,290608,4072,8.06,100209
50,1849947,303273,29045359,25438108,19,19473,13725,72509,7156354,1836,290608,4072,8.02,100209
51,1889283,306879,46939857,25973398,19,19473,13725,73845,7297394,1836,290608,4072,8.72,100209
52,1928120,321000,30007240,26480804,19,19473,13725,75322,7429910,1836,290608,4072,8.14,100209
53,1963745,324754,30550656,26945367,19,19473,13725,76866,7558160,1836,290608,4072,7.62,100209
54,2008762,328227,49482859,27537553,19,19473,13725,78094,7709346,1836,290608,4072,9.48,100209
55,2046666,339894,31478950,28027655,19,19473,13725,79497,7842743,1836,290608,4072,8.32,100209
56,2083713,343598,31969331,28537560,19,19473,13725,80765,7976029,1836,290608,4072,8.02,100209
57,2123992,346967,52012843,29068050,19,19473,13725,82073,8109747,1836,290608,4072,8.49,100209
58,2158627,350068,52862085,29536795,19,19473,13725,83496,8234662,1836,290608,4072,7.57,100209
59,2198706,353716,33402958,30084168,19,19473,13725,85078,8381602,1836,290608,4072,8.84,100209
60,2233857,357299,33935680,30557705,19,19473,13725,86404,8505723,1836,290608,4072,7.74,100209
61,2274414,371343,34394955,31120312,19,19473,13725,87767,8650300,1836,290608,4072,8.69,100209
62,2318405,379155,34823913,31713283,19,19473,13725,89173,8801968,1836,290608,4072,9.27,100209
63,2354357,388719,35319314,32207843,19,19473,13725,90662,8934500,1836,290608,4072,8.11,100209
64,2392351,392330,57946487,32719645,19,19473,13725,92144,9065014,1836,290608,4072,8.09,100209
65,2427926,395691,36347363,33192945,19,19473,13725,93605,9194517,1836,290608,4072,7.74,100209
66,2468341,403009,36823349,33736035,19,19473,13725,94971,9333420,1836,290608,4072,8.58,100209
67,2511154,409188,37258695,34317337,19,19473,13725,96323,9488138,1836,290608,4072,9.56,100209
68,2551565,418076,61327511,34844516,19,19473,13725,97733,9627115,1836,290608,4072,8.31,100209
69,2587929,429456,62189192,35341061,19,19473,13725,99314,9756112,1836,290608,4072,7.91,100209
70,2628792,432584,63020339,35864254,19,19473,13725,100635,9893852,1836,290608,4072,8.64,100209
71,2663578,435705,63871024,36360001,19,19473,13725,102008,10015786,1836,290608,4072,7.57,100209
72,2702752,438826,64696188,36886741,19,19473,13725,103475,10160108,1836,290608,4072,8.64,100209
73,2741615,442466,40164228,37413101,19,19473,13725,104873,10297173,1836,290608,4072,8.39,100209
74,2784786,445605,66369393,37976729,19,19473,13725,106253,10440641,1836,290608,4072,8.89,100209
75,2823358,456393,41098192,38502368,19,19473,13725,107693,10576037,1836,290608,4072,8.43,100209
76,2860570,459769,68083992,39013727,19,19473,13725,109211,10705654,1836,290608,4072,7.74,100209
77,2900499,462892,68915410,39535596,19,19473,13725,110631,10844447,1836,290608,4072,8.65,100209
78,2928222,466006,42646464,39958744,19,19473,13725,112067,10951940,1836,290608,4072,6.31,100209
79,2976283,469562,42996956,40600024,19,19473,13725,113221,11110265,1836,290608,4072,10.47,100209
80,3016487,472943,71435877,41101176,19,19473,13725,114711,11245500,1836,290608,4072,8.06,100209
81,3056900,476197,72260253,41619413,19,19473,13725,116105,11389065,1836,290608,4072,8.64,100209
82,3096385,486549,73107417,42144300,19,19473,13725,117484,11522542,1836,290608,4072,8.38,100209
83,3132848,489786,73952538,42643795,19,19473,13725,118856,11653337,1836,290608,4072,7.80,100209
84,3170197,493446,45454590,43132331,19,19473,13725,120374,11786244,1836,290608,4072,8.14,100209
85,3212493,496880,75627250,43681689,19,19473,13725,121833,11929553,1836,290608,4072,8.90,100209
86,3249173,500201,46420897,44170368,19,19473,13725,123148,12062395,1836,290608,4072,8.11,100209
87,3287788,504066,77318464,44700289,19,19473,13725,124441,12196057,1836,290608,4072,8.26,100209
88,3329293,508755,47366635,45220437,19,19473,13725,125819,12334128,1836,290608,4072,8.64,100209
89,3368704,511628,79008592,45740527,19,19473,13725,127127,12466942,1836,290608,4072,8.41,100209
90,3404658,514828,79855522,46243027,19,19473,13725,128532,12597935,1836,290608,4072,7.78,100209
91,3443333,518061,48829972,46757990,19,19473,13725,129910,12735325,1836,290608,4072,8.64,100209
