3.25,5.33,3.26,53.10,174.00,0
3.25,5.37,3.26,103.10,328.00,0
3.18,12.69,3.19,63.10,206.00,0
3.25,5.32,3.26,52.90,174.00,0
3.25,5.35,3.25,53.70,174.00,0
3.25,5.34,3.26,53.80,174.00,0
3.25,5.39,3.25,53.50,176.00,0
3.25,5.32,3.26,53.50,174.00,0
3.25,5.34,3.25,53.20,174.00,0
3.25,5.30,3.26,53.70,174.00,0
3.25,5.41,3.25,54.30,176.00,0
3.25,5.34,3.26,53.10,174.00,0
3.25,5.27,3.26,133.90,416.00,0
3.10,13.72,3.11,245.20,410.00,0
3.15,13.41,3.17,145.80,458.00,0
3.16,14.54,3.17,145.20,458.00,1
3.15,14.54,3.17,145.00,456.00,1
3.15,14.86,3.17,145.10,458.00,1
3.14,15.00,3.15,162.40,462.00,1
3.15,14.44,3.16,145.40,458.00,1
3.16,14.49,3.17,144.60,456.00,1
3.16,14.46,3.17,144.90,458.00,1
3.17,13.96,3.18,126.30,400.00,1
3.18,12.66,3.19,130.50,412.00,1
3.17,12.70,3.18,135.10,404.00,1
3.17,12.59,3.18,126.10,400.00,1
3.17,12.63,3.18,126.30,400.00,1
3.18,12.67,3.19,126.60,404.00,1
3.17,12.62,3.18,126.10,400.00,1
3.18,12.64,3.19,126.50,404.00,1
3.17,12.60,3.18,125.80,400.00,1
3.18,12.59,3.19,126.50,400.00,1
3.17,12.67,3.18,126.60,404.00,1
3.17,12.80,3.18,125.90,396.00,1
3.24,11.64,3.25,54.10,176.00,1
3.25,5.35,3.26,53.50,174.00,1
3.25,5.37,3.25,53.30,174.00,1
3.25,5.34,3.26,53.20,174.00,1
3.25,5.34,3.26,52.90,170.00,1
3.25,5.31,3.25,52.60,174.00,1
3.25,5.40,3.26,54.10,176.00,1
3.25,5.34,3.26,52.80,170.00,1
3.26,5.26,3.26,53.50,174.00,1
3.25,5.37,3.26,53.30,174.00,1
3.25,5.31,3.25,53.30,174.00,1
3.25,5.33,3.25,53.60,174.00,1
3.18,12.49,3.19,123.40,396.00,1
3.25,5.27,3.26,52.70,170.00,1
3.25,5.30,3.26,53.40,174.00,1
3.25,5.39,3.26,53.60,174.00,1
3.25,5.27,3.26,52.70,170.00,1
3.25,5.35,3.26,53.50,174.00,1
3.25,5.33,3.26,53.10,174.00,1
3.25,5.33,3.25,53.60,174.00,1
3.25,5.37,3.26,53.60,174.00,1
3.25,5.30,3.25,53.20,170.00,1
3.26,5.29,3.26,53.20,174.00,1
3.25,5.32,3.25,53.90,174.00,1
3.25,5.36,3.26,53.40,174.00,1
3.25,5.29,3.26,53.00,174.00,1
3.26,5.33,3.26,53.30,174.00,1
3.25,5.29,3.25,53.20,174.00,1
3.25,5.40,3.26,53.80,174.00,1
3.25,5.34,3.25,52.70,170.00,1
3.25,5.29,3.26,52.90,170.00,1
