period,experiment_runn,measurer,main,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
115,283149,386360,152371159,696358,17,45017,13397,115670,2619463,27248,290216,4124,0.33
116,288194,389363,153342447,705047,17,45017,13397,116684,2642041,27248,290216,4124,0.41
117,292019,392628,154319216,711910,17,45017,13397,117714,2659497,27248,290216,4124,0.31
118,296968,395877,155292985,720879,17,45017,13397,118585,2679291,27248,290216,4124,0.45
119,304782,402250,157235776,734912,17,45017,13397,120541,2722796,27248,290216,4124,0.25
120,308188,405476,158206201,741055,17,45017,13397,121650,2745631,27248,290216,4124,0.22
121,312347,409059,159180734,749007,17,45017,13397,122635,2763838,27248,290216,4124,0.30
122,315518,411977,160162688,755605,17,45017,13397,123414,2776566,27248,290216,4124,0.21
123,322940,415239,161131493,767037,17,45017,13397,124106,2797972,27248,290216,4124,0.52
124,329658,421728,163089044,778582,17,45017,13397,126142,2828749,27248,290216,4124,0.19
125,332001,424809,164068990,782950,17,45017,13397,127382,2844123,27248,290216,4124,0.15
126,337274,427626,165043212,791485,17,45017,13397,128244,2862352,27248,290216,4124,0.36
127,342966,430760,166016826,800548,17,45017,13397,128963,2880778,27248,290216,4124,0.40
128,346594,433995,166994527,806872,17,45017,13397,130002,2896922,27248,290216,4124,0.25
129,353139,437234,167968030,816864,17,45017,13397,130790,2915124,27248,290216,4124,0.46
130,355052,440466,168945858,821414,17,45017,13397,131588,2932617,27248,290216,4124,0.12
131,359089,443725,169922294,827997,17,45017,13397,132651,2949717,27248,290216,4124,0.27
132,364535,446969,170896644,836948,17,45017,13397,133559,2967125,27248,290216,4124,0.38
133,374535,453448,172847979,853257,17,45017,13397,135123,3001033,27248,290216,4124,0.38
134,378947,456680,173823902,860680,17,45017,13397,135950,3017854,27248,290216,4124,0.31
135,383305,459908,174799794,867867,17,45017,13397,136818,3035452,27248,290216,4124,0.31
136,387077,463153,175778103,874206,17,45017,13397,137592,3051282,27248,290216,4124,0.26
137,392120,466414,176753833,882208,17,45017,13397,138314,3068424,27248,290216,4124,0.34
138,394922,469658,177735316,887102,17,45017,13397,139328,3081485,27248,290216,4124,0.19
139,399526,472886,178712915,894889,17,45017,13397,140274,3096665,27248,290216,4124,0.32
140,402466,476116,179687952,900898,17,45017,13397,141177,3114975,27248,290216,4124,0.20
141,406712,479352,180662102,908044,17,45017,13397,141867,3133965,27248,290216,4124,0.30
142,407263,482578,181640601,913952,17,45017,13397,142633,3153021,27248,290216,4124,0.25
143,412867,488807,183596474,929588,17,45017,13397,144255,3189093,27248,290216,4124,0.25
144,422351,495364,185544283,945140,17,45017,13397,146127,3226523,27248,290216,4124,0.33
145,425378,498114,186525004,950488,17,45017,13397,147131,3242086,27248,290216,4124,0.20
146,429137,501368,187506086,956785,17,45017,13397,147977,3254893,27248,290216,4124,0.26
147,431738,504604,188487184,961745,17,45017,13397,149063,3268923,27248,290216,4124,0.18
148,435117,507838,189463126,969100,17,45017,13397,150068,3286344,27248,290216,4124,0.26
149,437917,510891,190439239,977590,17,45017,13397,150941,3305551,27248,290216,4124,0.34
150,442779,517387,192393535,986746,17,45017,13397,152718,3341674,27248,290216,4124,0.11
151,444923,520408,193375388,990984,17,45017,13397,153852,3356926,27248,290216,4124,0.15
152,445156,523534,194359431,995496,17,45017,13397,154719,3370497,27248,290216,4124,0.18
153,445672,526550,195339092,1001586,17,45017,13397,155633,3388402,27248,290216,4124,0.26
154,450221,529797,196308933,1010597,17,45017,13397,156822,3412329,27248,290216,4124,0.34
155,452293,533065,197284441,1022152,17,45017,13397,157644,3432869,27248,290216,4124,0.57
156,454329,536193,198262822,1028569,17,45017,13397,158395,3451154,27248,290216,4124,0.18
157,454329,539460,199251618,1029552,17,45017,13397,159300,3460265,27248,290216,4124,0.00
158,454329,542705,200240254,1030611,17,45017,13397,160221,3469583,27248,290216,4124,0.00
159,454329,545945,201229051,1031737,17,45017,13397,161018,3478866,27248,290216,4124,0.00
160,454329,549187,202218971,1032699,17,45017,13397,161871,3486944,27248,290216,4124,0.00
161,454329,555067,204199437,1034676,17,45017,13397,163295,3503369,27248,290216,4124,0.00
162,454533,558311,205189659,1036267,17,45017,13397,163800,3511034,27248,290216,4124,0.02
163,454533,564799,207172772,1038151,17,45017,13397,165029,3524432,27248,290216,4124,0.00
164,454533,568054,208161533,1039779,17,45017,13397,165804,3534396,27248,290216,4124,0.00
165,454533,571305,209153668,1040714,17,45017,13397,166320,3540620,27248,290216,4124,0.00
