period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,561,4913,32092260,24240,17,45010,13745,18027,875063,27248,290216,4124,0.02
1,6214,15824,32087440,25273,17,45010,13745,18747,881118,27248,290216,4124,0.00
2,6214,21648,34065409,26638,17,45010,13745,19987,901084,27248,290216,4124,0.00
3,7920,24531,35046000,42007,17,45010,13745,20932,917009,27248,290216,4124,0.04
4,7920,27448,36037977,42950,17,45010,13745,21600,923595,27248,290216,4124,0.00
5,7920,30362,37027376,93304,17,45010,13745,22323,932794,27248,290216,4124,0.01
6,7920,33273,38015280,114744,17,45010,13745,23091,943290,27248,290216,4124,0.00
7,7920,36192,39004300,139197,17,45010,13745,23976,952584,27248,290216,4124,0.00
8,7920,44289,39995630,183978,17,45010,13745,24644,963574,27248,290216,4124,0.01
9,7920,52935,40984953,490167,17,45010,13745,25478,979012,27248,290216,4124,0.03
10,7920,55936,41969974,571461,17,45010,13745,26553,993052,27248,290216,4124,0.01
11,7920,58939,42956321,595994,17,45010,13745,27630,1005778,27248,290216,4124,0.00
12,8778,61941,43939788,599565,17,45010,13745,28452,1020051,27248,290216,4124,0.08
13,10374,64662,44918773,605972,17,45010,13745,29208,1038929,27248,290216,4124,0.21
14,14264,67646,45895390,613443,17,45010,13745,30078,1056220,27248,290216,4124,0.27
15,19848,70663,46867855,622475,17,45010,13745,30981,1077094,27248,290216,4124,0.38
16,22670,73666,47847099,628673,17,45010,13745,31731,1092827,27248,290216,4124,0.24
17,30442,76597,48813907,641140,17,45010,13745,32503,1116133,27248,290216,4124,0.54
18,39072,79884,49780395,655615,17,45010,13745,33255,1139137,27248,290216,4124,0.62
19,45302,82293,50756851,663997,17,45010,13745,34215,1157272,27248,290216,4124,0.33
20,49049,85463,51735654,670468,17,45010,13745,34907,1173322,27248,290216,4124,0.26
21,53727,88168,52705990,678249,17,45010,13745,35773,1196199,27248,290216,4124,0.31
22,57410,90936,53684264,685100,17,45010,13745,36691,1212146,27248,290216,4124,0.25
23,60987,94042,54663236,691246,17,45010,13745,37901,1227058,27248,290216,4124,0.25
24,71988,99688,56611445,707196,17,45010,13745,39533,1265900,27248,290216,4124,0.17
25,71988,102685,57592981,710685,17,45010,13745,40626,1282257,27248,290216,4124,0.13
26,72389,105554,58569158,713816,17,45010,13745,41820,1302628,27248,290216,4124,0.04
27,72389,108576,59559000,715853,17,45010,13745,42672,1311714,27248,290216,4124,0.00
28,72389,111607,60550596,717210,17,45010,13745,43448,1319406,27248,290216,4124,0.00
29,72389,114610,61540733,718629,17,45010,13745,44262,1328579,27248,290216,4124,0.00
30,76918,117620,62506635,729226,17,45010,13745,45384,1355073,27248,290216,4124,0.46
31,83220,120632,63467493,745169,17,45010,13745,46322,1387225,27248,290216,4124,0.76
32,84999,123967,64432568,760156,17,45010,13745,47383,1417536,27248,290216,4124,0.68
33,95020,126661,65393422,775635,17,45010,13745,48479,1445108,27248,290216,4124,0.77
34,97743,129445,66366600,785531,17,45010,13745,49420,1467458,27248,290216,4124,0.46
35,103926,132684,67331066,800465,17,45010,13745,50292,1496291,27248,290216,4124,0.70
36,104976,135252,68305350,810244,17,45010,13745,51049,1519647,27248,290216,4124,0.45
37,106493,138352,69292233,814245,17,45010,13745,51728,1529422,27248,290216,4124,0.11
38,106493,147589,72249681,817826,17,45010,13745,54259,1569158,27248,290216,4124,0.00
39,106493,150679,73241960,819013,17,45010,13745,54926,1575198,27248,290216,4124,0.00
40,106493,153749,74234708,820172,17,45010,13745,55565,1581809,27248,290216,4124,0.00
41,112793,156822,75202871,833245,17,45010,13745,56336,1606806,27248,290216,4124,0.59
42,123411,159857,76158136,851348,17,45010,13745,57421,1640063,27248,290216,4124,0.95
43,133656,162555,77119913,868915,17,45010,13745,58290,1667671,27248,290216,4124,0.94
44,137462,165637,78096025,878600,17,45010,13745,59212,1686186,27248,290216,4124,0.41
45,146514,168708,79060236,894455,17,45010,13745,60192,1712049,27248,290216,4124,0.75
46,148189,171800,80031540,908276,17,45010,13745,61016,1738285,27248,290216,4124,0.64
47,150140,174895,81013818,914922,17,45010,13745,61844,1751787,27248,290216,4124,0.22
48,150140,177973,82004288,916269,17,45010,13745,62638,1760497,27248,290216,4124,0.00
49,156849,181044,82971685,929410,17,45010,13745,63700,1785113,27248,290216,4124,0.58
50,159215,184137,83948763,935757,17,45010,13745,64665,1802641,27248,290216,4124,0.23
51,167707,187213,84913461,949903,17,45010,13745,65621,1829629,27248,290216,4124,0.71
52,169935,190295,85893831,955622,17,45010,13745,66677,1846012,27248,290216,4124,0.25
