period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,572,4911,35450362,23686,17,45020,25135,20729,974839,27248,290216,4092,0.02
1,6219,18490,36322216,26042,17,45020,25135,22009,991675,27248,290216,4092,0.00
2,8182,21428,37304420,32233,17,45020,25135,22963,1007345,27248,290216,4092,0.05
3,8439,30091,40275908,34768,17,45020,25135,24571,1031648,27248,290216,4092,0.00
4,9062,32969,41263484,38841,17,45020,25135,25347,1041873,27248,290216,4092,0.07
5,9394,35867,42243475,49686,17,45020,25135,26294,1060857,27248,290216,4092,0.20
6,9394,38775,43236349,50204,17,45020,25135,26798,1066613,27248,290216,4092,0.00
7,9394,41646,44229357,50705,17,45020,25135,27288,1072273,27248,290216,4092,0.00
8,9394,44524,45222056,51159,17,45020,25135,27887,1078126,27248,290216,4092,0.00
9,9394,47398,46210542,52350,17,45020,25135,28671,1088011,27248,290216,4092,0.00
10,9394,50287,47203383,52948,17,45020,25135,29302,1093683,27248,290216,4092,0.00
11,9394,56048,49189051,53860,17,45020,25135,30395,1105219,27248,290216,4092,0.00
12,9394,61795,51157360,55363,17,45020,25135,31516,1134099,27248,290216,4092,0.00
13,10034,67501,53139463,56321,17,45020,25135,32667,1148557,27248,290216,4092,0.00
14,10034,72754,55120566,57718,17,45020,25135,33895,1166031,27248,290216,4092,0.00
15,10034,75649,56113254,58193,17,45020,25135,34409,1171971,27248,290216,4092,0.00
16,10034,78540,57103937,58840,17,45020,25135,35165,1179670,27248,290216,4092,0.00
17,10034,81427,58096992,59303,17,45020,25135,35653,1185269,27248,290216,4092,0.00
18,10034,84304,59085330,59846,17,45020,25135,36365,1195370,27248,290216,4092,0.00
19,10034,87185,60077602,60366,17,45020,25135,36929,1201682,27248,290216,4092,0.00
20,10587,98596,64031556,62407,17,45020,25135,39390,1241419,27248,290216,4092,0.00
21,10587,107246,67003182,64320,17,45020,25135,41234,1265394,27248,290216,4092,0.00
22,10587,110129,67992954,64780,17,45020,25135,41814,1274188,27248,290216,4092,0.00
23,10587,113011,68985437,65236,17,45020,25135,42386,1280280,27248,290216,4092,0.00
24,10587,115888,69977393,65692,17,45020,25135,42956,1286905,27248,290216,4092,0.00
25,10587,118765,70971004,66148,17,45020,25135,43446,1291955,27248,290216,4092,0.00
26,11147,121639,71962652,66636,17,45020,25135,44071,1298277,27248,290216,4092,0.00
27,11147,124509,72955170,67091,17,45020,25135,44660,1304329,27248,290216,4092,0.00
28,11147,127386,73945665,67610,17,45020,25135,45327,1312318,27248,290216,4092,0.00
29,11147,130330,74931816,68552,17,45020,25135,46078,1324599,27248,290216,4092,0.00
30,11147,133098,75925998,69102,17,45020,25135,46758,1330225,27248,290216,4092,0.00
31,11147,135913,76918096,69709,17,45020,25135,47501,1337427,27248,290216,4092,0.00
32,11147,138800,77911152,70168,17,45020,25135,48007,1343007,27248,290216,4092,0.00
33,11147,141678,78903478,70622,17,45020,25135,48511,1349328,27248,290216,4092,0.00
34,11760,163535,84837353,73975,17,45020,25135,52369,1410279,27248,290216,4092,0.00
35,11760,166423,85830021,74443,17,45020,25135,52963,1416167,27248,290216,4092,0.00
36,11760,172191,87813166,75558,17,45020,25135,54308,1429967,27248,290216,4092,0.00
37,12378,183462,91777033,77413,17,45020,25135,56620,1460014,27248,290216,4092,0.00
38,12378,186351,92770253,77868,17,45020,25135,57105,1465449,27248,290216,4092,0.00
39,12378,189227,93762493,78393,17,45020,25135,57661,1471806,27248,290216,4092,0.00
40,12378,192109,94754996,78926,17,45020,25135,58276,1477835,27248,290216,4092,0.00
41,12378,200659,97726189,80845,17,45020,25135,60161,1502303,27248,290216,4092,0.00
42,12378,203715,98719780,81312,17,45020,25135,60769,1508077,27248,290216,4092,0.00
43,13011,209823,100706198,82388,17,45020,25135,61818,1519927,27248,290216,4092,0.00
44,13011,212647,101698858,82847,17,45020,25135,62408,1525882,27248,290216,4092,0.00
45,13011,215704,102691733,83315,17,45020,25135,62977,1532409,27248,290216,4092,0.00
46,13011,218760,103684465,83782,17,45020,25135,63489,1539138,27248,290216,4092,0.00
47,13011,221814,104676135,84598,17,45020,25135,63999,1546933,27248,290216,4092,0.00
