period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,563,4914,46580241,30887,17,45021,13760,25792,931922,27248,290216,4124,0.03
1,6222,15059,46505188,31788,17,45021,13760,26387,937626,27248,290216,4124,0.00
2,6222,17975,47494391,32975,17,45021,13760,27203,946930,27248,290216,4124,0.00
3,12970,20893,48465401,42210,17,45021,13760,28252,967552,27248,290216,4124,0.35
4,17130,23794,50581173,49969,17,45021,13760,29282,987038,27248,290216,4124,0.29
5,20588,26858,50417077,56152,17,45021,13760,30192,1006976,27248,290216,4124,0.24
6,23815,29305,51392541,61816,17,45021,13760,31088,1025945,27248,290216,4124,0.21
7,29592,32033,52367499,70860,17,45021,13760,31800,1043720,27248,290216,4124,0.38
8,37824,34793,53335671,83280,17,45021,13760,32485,1065453,27248,290216,4124,0.56
9,45628,37793,54304434,95108,17,45021,13760,33320,1086661,27248,290216,4124,0.54
10,52877,40800,55275910,106066,17,45021,13760,34003,1105822,27248,290216,4124,0.50
11,56519,43612,56253846,112445,17,45021,13760,34800,1123331,27248,290216,4124,0.25
12,61511,46624,57228318,121075,17,45021,13760,35552,1141663,27248,290216,4124,0.34
13,68313,49632,58199143,131779,17,45021,13760,36459,1162205,27248,290216,4124,0.48
14,74653,52630,59170512,141662,17,45021,13760,37211,1182777,27248,290216,4124,0.44
15,81078,55637,60141673,151987,17,45021,13760,37896,1202616,27248,290216,4124,0.45
16,86726,58569,61116332,160919,17,45021,13760,38845,1220183,27248,290216,4124,0.38
17,92260,61450,62092006,169469,17,45021,13760,39739,1237477,27248,290216,4124,0.38
18,101417,67262,64045128,184169,17,45021,13760,41341,1271937,27248,290216,4124,0.33
19,105925,70607,65022662,191399,17,45021,13760,42202,1288204,27248,290216,4124,0.32
20,111303,73110,65998514,199862,17,45021,13760,43010,1306220,27248,290216,4124,0.36
21,116777,75998,66970437,209616,17,45021,13760,43720,1326251,27248,290216,4124,0.38
22,123295,78613,67941253,219394,17,45021,13760,44547,1347755,27248,290216,4124,0.45
23,127260,81163,68918946,225821,17,45021,13760,45548,1364763,27248,290216,4124,0.26
24,130583,86963,70870985,234859,17,45021,13760,47409,1406409,27248,290216,4124,0.20
25,132926,89869,71851387,239752,17,45021,13760,48248,1421662,27248,290216,4124,0.18
26,137254,92580,72825544,246959,17,45021,13760,49159,1441325,27248,290216,4124,0.30
27,142753,95586,73801980,255443,17,45021,13760,49781,1458138,27248,290216,4124,0.38
28,146240,98407,74779978,261664,17,45021,13760,50542,1474049,27248,290216,4124,0.24
29,149352,101403,75756587,267502,17,45021,13760,51406,1491563,27248,290216,4124,0.21
30,152546,104406,76733102,275477,17,45021,13760,52352,1509565,27248,290216,4124,0.32
31,155499,107395,77709677,281056,17,45021,13760,53190,1527735,27248,290216,4124,0.20
32,160028,110394,78685653,288306,17,45021,13760,54021,1545354,27248,290216,4124,0.31
33,169193,116078,80635471,303508,17,45021,13760,56017,1582852,27248,290216,4124,0.30
34,176230,119171,81600431,315034,17,45021,13760,56950,1608116,27248,290216,4124,0.53
35,177894,122242,82569192,327871,17,45021,13760,58099,1636718,27248,290216,4124,0.62
36,177894,125337,83561377,329243,17,45021,13760,58788,1642838,27248,290216,4124,0.02
37,178142,134583,86517184,333117,17,45021,13760,60937,1683358,27248,290216,4124,0.00
38,178142,137664,87508779,334234,17,45021,13760,61725,1691035,27248,290216,4124,0.00
39,178142,146882,90477695,337101,17,45021,13760,63655,1720332,27248,290216,4124,0.00
40,178142,149956,91468347,338000,17,45021,13760,64248,1729170,27248,290216,4124,0.00
41,178142,153023,92461581,338917,17,45021,13760,64778,1735476,27248,290216,4124,0.00
42,178142,156095,93452162,341367,17,45021,13760,65390,1742890,27248,290216,4124,0.00
43,178778,161843,95435322,343155,17,45021,13760,66654,1757245,27248,290216,4124,0.00
44,178778,164910,96421051,344747,17,45021,13760,67725,1770158,27248,290216,4124,0.00
45,178778,167994,97413896,345760,17,45021,13760,68291,1776772,27248,290216,4124,0.00
46,178778,171234,98403984,346748,17,45021,13760,68988,1784874,27248,290216,4124,0.00
47,178778,177728,100385263,348741,17,45021,13760,70100,1800442,27248,290216,4124,0.00
48,178778,184215,102367050,350648,17,45021,13760,71412,1816061,27248,290216,4124,0.00
49,178778,187454,103352451,351618,17,45021,13760,72021,1828897,27248,290216,4124,0.00
50,179419,193690,105336439,353585,17,45021,13760,73188,1843028,27248,290216,4124,0.00
51,179419,200177,107318615,356242,17,45021,13760,74620,1857834,27248,290216,4124,0.00
52,179419,203419,108311194,357258,17,45021,13760,75200,1863533,27248,290216,4124,0.00
53,179419,206659,109303994,358194,17,45021,13760,75793,1869019,27248,290216,4124,0.00
54,179419,209902,110295728,359219,17,45021,13760,76413,1875553,27248,290216,4124,0.00
55,182328,213481,111272163,368189,17,45021,13760,77056,1894737,27248,290216,4124,0.43
56,182328,216311,112263066,369708,17,45021,13760,77700,1901926,27248,290216,4124,0.02
57,182328,219561,113254512,370666,17,45021,13760,78350,1908678,27248,290216,4124,0.00
58,182328,222805,114248739,371574,17,45021,13760,78884,1913820,27248,290216,4124,0.00
59,182328,226045,115242280,372490,17,45021,13760,79408,1919654,27248,290216,4124,0.00
60,182328,229289,116232528,374113,17,45021,13760,80201,1928148,27248,290216,4124,0.00
61,182328,232538,117223808,375197,17,45021,13760,80912,1935008,27248,290216,4124,0.00
62,182328,235783,118213442,376528,17,45021,13760,81498,1943421,27248,290216,4124,0.00
63,182328,239033,119207805,377461,17,45021,13760,82015,1948416,27248,290216,4124,0.00
64,182328,242275,120197980,378491,17,45021,13760,82811,1957289,27248,290216,4124,0.00
65,182971,245519,121187716,380160,17,45021,13760,83499,1964364,27248,290216,4124,0.00
66,182971,248671,122180787,381110,17,45021,13760,84027,1970720,27248,290216,4124,0.00
67,182971,251917,123174234,382016,17,45021,13760,84554,1975649,27248,290216,4124,0.00
68,182971,255153,124168149,382956,17,45021,13760,85123,1981044,27248,290216,4124,0.00
69,182971,258392,125156682,383957,17,45021,13760,85932,1991517,27248,290216,4124,0.00
70,182971,261638,126147122,385561,17,45021,13760,86716,1999820,27248,290216,4124,0.00
71,182971,264880,127138934,386628,17,45021,13760,87320,2006218,27248,290216,4124,0.00
72,182971,268002,128130219,387796,17,45021,13760,87973,2013166,27248,290216,4124,0.00
73,182971,271247,129124001,388736,17,45021,13760,88484,2018743,27248,290216,4124,0.00
74,182971,274487,130117126,389651,17,45021,13760,89013,2024989,27248,290216,4124,0.00
75,183604,277730,131109644,390669,17,45021,13760,89623,2031021,27248,290216,4124,0.00
76,183604,280897,132102841,391583,17,45021,13760,90221,2037199,27248,290216,4124,0.00
77,183604,284138,133096465,392514,17,45021,13760,90709,2042970,27248,290216,4124,0.00
78,183604,287374,134087273,393444,17,45021,13760,91226,2051534,27248,290216,4124,0.00
79,183604,290612,135080293,394377,17,45021,13760,91819,2057863,27248,290216,4124,0.00
80,183604,293855,136069184,395923,17,45021,13760,92606,2066765,27248,290216,4124,0.00
81,183604,297100,137060794,397018,17,45021,13760,93277,2073337,27248,290216,4124,0.00
82,183604,300340,138053431,397985,17,45021,13760,93799,2079086,27248,290216,4124,0.00
83,183604,303577,139047481,398922,17,45021,13760,94380,2084335,27248,290216,4124,0.00
84,183604,306479,140040457,399888,17,45021,13760,94982,2091335,27248,290216,4124,0.00
85,184249,309698,141033002,400929,17,45021,13760,95541,2097382,27248,290216,4124,0.00
86,184249,312865,142026507,401849,17,45021,13760,96072,2103316,27248,290216,4124,0.00
87,184249,316106,143019009,402767,17,45021,13760,96716,2110066,27248,290216,4124,0.00
88,190347,319365,143986163,414631,17,45021,13760,97831,2134994,27248,290216,4124,0.59
89,190347,322671,144962460,420381,17,45021,13760,98643,2156774,27248,290216,4124,0.22
90,193448,325719,145927967,435831,17,45021,13760,99549,2184510,27248,290216,4124,0.63
91,197230,328977,146895036,449151,17,45021,13760,100444,2210871,27248,290216,4124,0.57
92,201151,332245,147867805,458461,17,45021,13760,101498,2231392,27248,290216,4124,0.38
93,201553,335582,148841037,464041,17,45021,13760,102825,2254377,27248,290216,4124,0.20
94,202717,338574,149824083,468273,17,45021,13760,103480,2267590,27248,290216,4124,0.14
95,203271,341822,150814248,469896,17,45021,13760,104063,2274782,27248,290216,4124,0.02
96,214872,345058,151775342,487917,17,45021,13760,104687,2302371,27248,290216,4124,0.96
97,223015,348307,152741045,501792,17,45021,13760,105608,2326394,27248,290216,4124,0.70
98,223682,351555,153711795,512424,17,45021,13760,106522,2353585,27248,290216,4124,0.49
99,223946,354731,154698924,514167,17,45021,13760,107344,2364086,27248,290216,4124,0.04
100,234466,357704,155656133,531829,17,45021,13760,108503,2394949,27248,290216,4124,0.84
101,239754,360877,156622841,541659,17,45021,13760,109423,2420609,27248,290216,4124,0.48
102,240872,364125,157596702,552937,17,45021,13760,110244,2443515,27248,290216,4124,0.51
103,248706,367313,158561659,566250,17,45021,13760,111378,2469933,27248,290216,4124,0.62
104,248706,370479,159545990,573587,17,45021,13760,111962,2485283,27248,290216,4124,0.33
105,252458,373714,160521901,581097,17,45021,13760,112873,2504070,27248,290216,4124,0.28
106,260200,376930,161483697,596287,17,45021,13760,113752,2533622,27248,290216,4124,0.82
107,265937,380179,162448286,610947,17,45021,13760,114771,2560458,27248,290216,4124,0.72
108,266238,383400,163436181,616383,17,45021,13760,115373,2571643,27248,290216,4124,0.21
109,272679,386642,164402021,628883,17,45021,13760,116256,2597126,27248,290216,4124,0.62
110,273844,389898,165375624,637625,17,45021,13760,117328,2619560,27248,290216,4124,0.37
111,279002,393032,166342312,651043,17,45021,13760,118382,2646172,27248,290216,4124,0.63
112,285783,396279,167306255,664688,17,45021,13760,119448,2674823,27248,290216,4124,0.71
113,287038,399542,168283336,672895,17,45021,13760,120320,2694011,27248,290216,4124,0.34
114,289658,402778,169255378,682576,17,45021,13760,121153,2716629,27248,290216,4124,0.43
115,289658,405719,170245115,684001,17,45021,13760,121792,2725368,27248,290216,4124,0.02
116,295546,408964,171203915,701486,17,45021,13760,122577,2759025,27248,290216,4124,0.88
117,300908,412233,172169941,712441,17,45021,13760,123721,2785637,27248,290216,4124,0.50
118,304806,415484,173138045,721427,17,45021,13760,124853,2809873,27248,290216,4124,0.39
119,308112,418746,174112000,731179,17,45021,13760,125659,2829989,27248,290216,4124,0.44
120,311655,421986,175082509,741828,17,45021,13760,126566,2853549,27248,290216,4124,0.48
121,315547,425235,176052618,749647,17,45021,13760,127709,2876015,27248,290216,4124,0.29
122,320273,428499,177023302,757863,17,45021,13760,128601,2897330,27248,290216,4124,0.32
123,324439,431741,178000846,764580,17,45021,13760,129557,2913607,27248,290216,4124,0.29
124,329302,434985,178976543,772345,17,45021,13760,130302,2931095,27248,290216,4124,0.34
125,331053,438147,179958554,776071,17,45021,13760,131168,2945259,27248,290216,4124,0.13
126,336597,441407,180928730,788340,17,45021,13760,132004,2967226,27248,290216,4124,0.72
127,340373,444278,181902918,797520,17,45021,13760,132883,2987542,27248,290216,4124,0.54
128,343876,447343,182882542,803902,17,45021,13760,133872,3002504,27248,290216,4124,0.31
129,348487,450592,183854053,812838,17,45021,13760,134844,3024699,27248,290216,4124,0.46
130,348886,453854,184825445,825224,17,45021,13760,135934,3049161,27248,290216,4124,0.53
131,357593,457114,185786358,840311,17,45021,13760,137025,3077610,27248,290216,4124,0.75
132,361194,463470,187736623,855034,17,45021,13760,138997,3119591,27248,290216,4124,0.41
133,365429,466718,188707570,864363,17,45021,13760,140032,3141242,27248,290216,4124,0.34
134,370796,470078,189681091,874670,17,45021,13760,140794,3160737,27248,290216,4124,0.56
135,374406,473066,190656784,882535,17,45021,13760,141688,3179858,27248,290216,4124,0.45
136,374406,476328,191644896,883496,17,45021,13760,142617,3189814,27248,290216,4124,0.00
137,374406,479812,192621854,891247,17,45021,13760,143607,3211696,27248,290216,4124,0.36
138,381033,482372,193590299,903490,17,45021,13760,144416,3236202,27248,290216,4124,0.56
139,387136,485426,194559353,914777,17,45021,13760,145358,3259303,27248,290216,4124,0.53
140,394704,488695,195527038,926603,17,45021,13760,146264,3281758,27248,290216,4124,0.56
141,397774,491943,196504680,933358,17,45021,13760,147188,3298743,27248,290216,4124,0.34
142,397774,495190,197478795,942621,17,45021,13760,148290,3322245,27248,290216,4124,0.43
143,404571,498439,198439066,959115,17,45021,13760,149316,3351711,27248,290216,4124,0.70
144,414409,501693,199393506,977518,17,45021,13760,150455,3386667,27248,290216,4124,1.12
145,420133,504949,200360981,987996,17,45021,13760,151425,3412523,27248,290216,4124,0.58
146,422789,511451,202311327,1002530,17,45021,13760,153491,3453837,27248,290216,4124,0.28
147,422789,514700,203303649,1003483,17,45021,13760,154003,3459856,27248,290216,4124,0.00
148,426029,517942,204276700,1010608,17,45021,13760,155039,3480414,27248,290216,4124,0.25
149,426029,521191,205251676,1019560,17,45021,13760,156152,3503073,27248,290216,4124,0.41
150,426029,524454,206238785,1023487,17,45021,13760,156803,3514092,27248,290216,4124,0.15
151,426029,527703,207231155,1024426,17,45021,13760,157308,3520084,27248,290216,4124,0.00
152,426261,530947,208221884,1025674,17,45021,13760,158029,3527111,27248,290216,4124,0.01
153,430893,534174,209192899,1036323,17,45021,13760,158889,3549735,27248,290216,4124,0.49
154,443186,537430,214268822,1057384,17,45021,13760,159592,3580556,27248,290216,4124,1.18
155,448479,540624,211124535,1067142,17,45021,13760,160713,3599824,27248,290216,4124,0.47
156,452589,543448,212095458,1076276,17,45021,13760,161829,3623772,27248,290216,4124,0.45
157,452589,546025,213073233,1084445,17,45021,13760,162670,3644108,27248,290216,4124,0.37
158,454785,549283,214051232,1090853,17,45021,13760,163479,3660912,27248,290216,4124,0.18
159,457969,552160,215027481,1098221,17,45021,13760,164379,3680830,27248,290216,4124,0.23
160,463039,555425,216004106,1106423,17,45021,13760,165319,3696596,27248,290216,4124,0.36
161,468240,558664,216978477,1114753,17,45021,13760,166153,3714539,27248,290216,4124,0.37
162,473166,561800,217952421,1122596,17,45021,13760,166943,3733694,27248,290216,4124,0.34
163,479668,565017,218924367,1132818,17,45021,13760,167837,3752718,27248,290216,4124,0.45
164,485091,568262,219898361,1141353,17,45021,13760,168573,3771233,27248,290216,4124,0.38
165,488742,571497,220875543,1147635,17,45021,13760,169529,3787566,27248,290216,4124,0.25
