period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7546,427,553,98914,4600260,17,45029,13253,3512,702928,27251,290248,4124,0.01
1,11309,858,8354,98914,4786635,17,45029,13253,4509,713177,27251,290248,4124,0.00
