period,measurer,IDLE,tiT,ipc1,sys_evt,experiment_runn,wifi,esp_timer,ipc0,Tmr Svc,Heap,Stack,Mbps
0,8320,6257718,11868,45033,13484,873,726264,4891,27250,17,290248,4060,0.00
