period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
80,9936441,5636892,246894,101087,71642175,19,19507,13213,120425,10688985,1821,290608,4152,8.00
81,10072052,5709959,249769,101087,72449011,19,19507,13213,121747,10828278,1821,290608,4152,9.70
82,10192727,5776937,252877,101087,73275577,19,19507,13213,123260,10952819,1821,290608,4152,8.63
83,10300332,5836015,256051,101087,77508717,19,19507,13213,124879,11065502,1821,290608,4152,7.42
84,10435275,5913145,259211,101087,74939826,19,19507,13213,126258,11196667,1821,290608,4152,9.13
85,10567229,5987030,262003,101087,79194314,19,19507,13213,127739,11332398,1821,290608,4152,9.14
86,10706031,6068966,264953,101087,76576996,19,19507,13213,129068,11467282,1821,290608,4152,8.80
87,10837815,6147895,267971,101087,80865458,19,19507,13213,130670,11596838,1821,290608,4152,8.76
88,10963695,6222963,270935,101087,78235951,19,19507,13213,132002,11721815,1821,290608,4152,8.28
89,11106308,6306492,274083,101087,82537554,19,19507,13213,133466,11863909,1821,290608,4152,9.37
90,11227026,6373674,276987,101087,79872671,19,19507,13213,134851,11986343,1821,290608,4152,8.71
91,11322486,6426040,279760,101087,80740098,19,19507,13213,136264,12085451,1821,290608,4152,6.53
92,11429689,6483020,282699,101087,81585892,19,19507,13213,137657,12197208,1821,290608,4152,7.59
93,11558468,6554249,285854,101087,86017521,19,19507,13213,138797,12329197,1821,290608,4152,9.14
94,11718094,6643268,288777,101087,83193279,19,19507,13213,139772,12491796,1821,290608,4152,11.46
95,11828427,6704627,292125,101087,84037985,19,19507,13213,141145,12607035,1821,290608,4152,7.80
96,11958272,6776311,295432,101087,84859334,19,19507,13213,142550,12736567,1821,290608,4152,9.18
97,12077525,6840551,298575,101087,85687715,19,19507,13213,143978,12861358,1821,290608,4152,8.55
98,12185832,6898816,301981,101087,86529776,19,19507,13213,145526,12977802,1821,290608,4152,7.68
99,12314237,6967141,305315,101087,87342224,19,19507,13213,147019,13112693,1821,290608,4152,9.44
100,12434452,7029678,308008,101087,88161949,19,19507,13213,148280,13244664,1821,290608,4152,8.91
101,12548783,7091816,310977,101087,88991038,19,19507,13213,149622,13363480,1821,290608,4152,8.12
102,12662011,7155190,314192,101087,89823323,19,19507,13213,151202,13482420,1821,290608,4152,8.08
103,12811018,7246848,317484,101087,94599765,19,19507,13213,152601,13620678,1821,290608,4152,10.03
104,12955874,7337247,320671,101087,91404837,19,19507,13213,154130,13751766,1821,290608,4152,8.91
105,13091939,7425439,324086,101087,92212868,19,19507,13213,155697,13875204,1821,290608,4152,8.59
106,13222035,7505635,327350,101087,93030436,19,19507,13213,157311,13993099,1821,290608,4152,7.86
107,13366776,7593767,330425,101087,93830716,19,19507,13213,158616,14127936,1821,290608,4152,9.39
108,13489922,7662398,333715,101087,94648242,19,19507,13213,160176,14256318,1821,290608,4152,8.63
109,13613260,7732102,336999,101087,95470981,19,19507,13213,161665,14384908,1821,290608,4152,8.63
110,13735565,7797831,340282,101087,96290578,19,19507,13213,163484,14513674,1821,290608,4152,8.63
111,13860098,7865654,342837,101087,97110523,19,19507,13213,165054,14644746,1821,290608,4152,8.63
112,13991584,7941108,345466,101087,97934571,19,19507,13213,166793,14774431,1821,290608,4152,8.63
113,14123643,8017412,348754,101087,98756092,19,19507,13213,168390,14904437,1821,290608,4152,8.63
114,14256124,8094491,352138,101087,103952475,19,19507,13213,170060,15036276,1821,290608,4152,8.63
115,14388235,8171452,354927,101087,100405274,19,19507,13213,171817,15166564,1821,290608,4152,8.63
116,14518778,8247756,358203,101087,101229457,19,19507,13213,173182,15296846,1821,290608,4152,8.63
117,14638215,8315903,361319,101087,102066286,19,19507,13213,174737,15416917,1821,290608,4152,8.17
118,14770061,8389919,364654,101087,102886104,19,19507,13213,176060,15551051,1821,290608,4152,9.04
119,14889610,8456488,367760,101087,108188832,19,19507,13213,177469,15674967,1821,290608,4152,8.40
120,15004354,8525110,370713,101087,109063978,19,19507,13213,178923,15788663,1821,290608,4152,7.73
121,15163926,8623603,374024,101087,105330884,19,19507,13213,180380,15929408,1821,290608,4152,9.84
122,15302276,8709004,376652,101087,106141458,19,19507,13213,182105,16053115,1821,290608,4152,8.59
123,15440964,8798942,380376,101087,106947841,19,19507,13213,183566,16177634,1821,290608,4152,8.79
124,15570487,8875266,382811,101087,107770019,19,19507,13213,185013,16300315,1821,290608,4152,8.30
125,15701785,8946288,385203,101087,108587356,19,19507,13213,186570,16434097,1821,290608,4152,9.05
126,15840256,9025133,388689,101087,109399870,19,19507,13213,187954,16569789,1821,290608,4152,9.42
127,15947715,9086755,391726,101087,110252130,19,19507,13213,189615,16677961,1821,290608,4152,7.17
128,16098083,9173657,395020,101087,111045971,19,19507,13213,191130,16828135,1821,290608,4152,9.92
129,16218066,9243667,398270,101087,111888613,19,19507,13213,192624,16947531,1821,290608,4152,7.98
130,16345468,9317679,401562,101087,112716847,19,19507,13213,194144,17075476,1821,290608,4152,8.63
131,16491759,9403544,405210,101087,113528507,19,19507,13213,195403,17217057,1821,290608,4152,9.65
132,16621771,9477574,407988,101087,114358658,19,19507,13213,197046,17346084,1821,290608,4152,8.62
133,16753731,9555016,411215,101087,115182079,19,19507,13213,198757,17476981,1821,290608,4152,8.62
134,16885897,9631303,413756,101087,116008261,19,19507,13213,200467,17610742,1821,290608,4152,8.63
135,17014197,9706232,416949,101087,116840448,19,19507,13213,201813,17737167,1821,290608,4152,8.49
136,17143692,9782059,420114,101087,117667171,19,19507,13213,203327,17867271,1821,290608,4152,8.68
137,17259097,9847512,422449,101087,118511294,19,19507,13213,204838,17982061,1821,290608,4152,7.63
138,17395501,9927215,425830,101087,119328728,19,19507,13213,206257,18117416,1821,290608,4152,9.05
139,17531784,10005829,429206,101087,120146800,19,19507,13213,207533,18251482,1821,290608,4152,9.28
140,17655986,10073245,432882,101087,120970140,19,19507,13213,209201,18379379,1821,290608,4152,8.65
141,17741785,10120128,435333,101087,121850804,19,19507,13213,210690,18469329,1821,290608,4152,5.85
142,17900766,10209913,437827,101087,122639725,19,19507,13213,212049,18624561,1821,290608,4152,10.60
143,18037318,10286206,441300,101087,123456713,19,19507,13213,213204,18760356,1821,290608,4152,9.27
144,18153675,10360197,444379,101087,124285040,19,19507,13213,214517,18870380,1821,290608,4152,7.58
145,18319529,10462477,447761,101087,125057394,19,19507,13213,215980,19015380,1821,290608,4152,10.27
146,18437475,10539565,451241,101087,125883586,19,19507,13213,217429,19123506,1821,290608,4152,7.55
147,18589438,10637305,454630,101087,126665340,19,19507,13213,218697,19257811,1821,290608,4152,9.70
148,18718601,10712140,458007,101087,127488493,19,19507,13213,220123,19385160,1821,290608,4152,8.64
149,18833729,10778944,461068,101087,128325765,19,19507,13213,221763,19501529,1821,290608,4152,7.55
150,18978955,10864234,464446,101087,129125533,19,19507,13213,223333,19644886,1821,290608,4152,9.70
151,19110837,10941705,468141,101087,129948218,19,19507,13213,224905,19775683,1821,290608,4152,8.63
152,19226513,11005734,470630,101087,130786212,19,19507,13213,226470,19893908,1821,290608,4152,7.71
153,19368669,11084828,474008,101087,131586538,19,19507,13213,227921,20037192,1821,290608,4152,9.70
154,19486856,11150989,477677,101087,132419461,19,19507,13213,229496,20161454,1821,290608,4152,8.35
155,19618085,11224726,480786,101087,133238758,19,19507,13213,231157,20292857,1821,290608,4152,8.90
156,19741281,11292870,484167,101087,134061892,19,19507,13213,232450,20418649,1821,290608,4152,8.63
157,19870243,11366530,486895,101087,134887545,19,19507,13213,234072,20546303,1821,290608,4152,8.63
158,20004941,11443857,490276,101087,135700625,19,19507,13213,235621,20681579,1821,290608,4152,9.13
159,20129815,11514611,493335,101087,136528917,19,19507,13213,237268,20805891,1821,290608,4152,8.24
160,20247764,11580582,496348,101087,142917673,19,19507,13213,238992,20927285,1821,290608,4152,8.08
161,20385316,11660409,499447,101087,138185400,19,19507,13213,240401,21060507,1821,290608,4152,8.88
162,20514429,11734706,502058,101087,139009634,19,19507,13213,241910,21190863,1821,290608,4152,8.63
163,20644692,11809751,505439,101087,139829929,19,19507,13213,243440,21322246,1821,290608,4152,8.62
164,20777502,11886846,508821,101087,140651209,19,19507,13213,245017,21455553,1821,290608,4152,8.63
165,20915380,11967614,512418,101087,147117700,19,19507,13213,246564,21591268,1821,290608,4152,9.13
166,21037950,12039759,514915,101087,142300581,19,19507,13213,248089,21714705,1821,290608,4152,8.21
167,21176747,12120523,517730,101087,143115486,19,19507,13213,249557,21852553,1821,290608,4152,8.95
168,21313777,12200824,521505,101087,149640404,19,19507,13213,251184,21988410,1821,290608,4152,9.14
169,21442959,12275300,524448,101087,144751547,19,19507,13213,252887,22119044,1821,290608,4152,8.54
170,21574373,12352729,527068,101087,145578710,19,19507,13213,254481,22250218,1821,290608,4152,8.73
171,21700917,12428114,530086,101087,146412786,19,19507,13213,256116,22377099,1821,290608,4152,8.32
172,21833004,12501926,533471,101087,147224345,19,19507,13213,257572,22512101,1821,290608,4152,9.01
173,21962407,12575743,536847,101087,148043678,19,19507,13213,259108,22641742,1821,290608,4152,8.63
174,22088240,12646862,540223,101087,148860592,19,19507,13213,260753,22768105,1821,290608,4152,8.62
175,22222029,12724153,543073,101087,149678926,19,19507,13213,262290,22900918,1821,290608,4152,8.66
176,22350944,12800824,545948,101087,150503405,19,19507,13213,263699,23030470,1821,290608,4152,8.63
177,22481025,12878219,549334,101087,151329339,19,19507,13213,265254,23159302,1821,290608,4152,8.63
178,22610099,12954106,552704,101087,152144861,19,19507,13213,266784,23285833,1821,290608,4152,8.63
179,22741161,13031111,556077,101087,152969848,19,19507,13213,268236,23414431,1821,290608,4152,8.63
period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,10683,425,0,101076,6378906,19,19430,13324,5698,723664,1814,290608,4152,0.01
1,13739,800,8282,101076,6539130,19,19430,13324,6962,736317,1814,290608,4152,0.00
2,17814,3449,11179,101076,7523449,19,19430,13324,7956,751312,1814,290608,4152,0.12
3,109963,51642,13740,101076,9281247,19,19430,13324,9090,852550,1814,290608,4152,6.99
4,267337,138167,17071,101076,10100208,19,19430,13324,10441,1007238,1814,290608,4152,10.80
5,368696,194791,20023,101076,10026076,19,19430,13324,11748,1106503,1814,290608,4152,6.61
6,535927,305159,22800,101076,11814940,19,19430,13324,12987,1246284,1814,290608,4152,10.53
7,675540,394864,25345,101076,11600772,19,19430,13324,14070,1366104,1814,290608,4152,8.84
8,800885,477444,27778,101076,12420196,19,19430,13324,15237,1475260,1814,290608,4152,7.84
9,945705,574514,30951,101076,13208555,19,19430,13324,16564,1602335,1814,290608,4152,9.41
10,1083346,654550,33993,101076,14018058,19,19430,13324,17968,1735502,1814,290608,4152,8.91
11,1216114,734293,37033,101076,14818893,19,19430,13324,19374,1860209,1814,290608,4152,8.62
12,1356197,821453,40168,101076,15623738,19,19430,13324,20887,1986688,1814,290608,4152,8.62
13,1489532,901197,43117,101076,16436066,19,19430,13324,22284,2108996,1814,290608,4152,8.51
14,1635244,992918,46154,101076,17228992,19,19430,13324,23682,2240526,1814,290608,4152,9.09
15,1769889,1078850,49196,101076,19476632,19,19430,13324,25239,2361517,1814,290608,4152,8.43
16,1905500,1159081,52010,101076,18842920,19,19430,13324,26671,2489115,1814,290608,4152,8.77
17,2018490,1220855,54899,101076,19678004,19,19430,13324,28038,2606952,1814,290608,4152,7.83
18,2142244,1288576,58017,101076,20492662,19,19430,13324,29504,2735891,1814,290608,4152,8.62
19,2286248,1370945,61136,101076,21296256,19,19430,13324,30959,2877521,1814,290608,4152,9.70
20,2399481,1433496,64254,101076,22139963,19,19430,13324,32509,2994379,1814,290608,4152,7.82
21,2524423,1503240,67359,101076,22964052,19,19430,13324,34022,3117685,1814,290608,4152,8.35
22,2667202,1583307,70487,101076,23771108,19,19430,13324,35387,3259511,1814,290608,4152,9.71
23,2778448,1641345,73739,101076,24605090,19,19430,13324,36811,3378131,1814,290608,4152,7.92
24,2910557,1713221,76329,101076,25413973,19,19430,13324,38199,3515308,1814,290608,4152,9.34
25,3044186,1795361,79308,101076,26214571,19,19430,13324,39733,3640016,1814,290608,4152,8.62
26,3178560,1876958,82441,101076,27013652,19,19430,13324,41043,3763705,1814,290608,4152,8.63
27,3313247,1960429,85433,101076,27815897,19,19430,13324,42555,3886690,1814,290608,4152,8.62
28,3444543,2043504,88546,101076,28610737,19,19430,13324,44152,4010294,1814,290608,4152,8.63
29,3580590,2128710,91664,101076,29409364,19,19430,13324,45722,4135279,1814,290608,4152,8.63
30,3722551,2217450,94797,101076,30206792,19,19430,13324,47202,4261226,1814,290608,4152,8.86
31,3856455,2301002,98027,101076,31007568,19,19430,13324,48662,4383484,1814,290608,4152,8.75
32,3998432,2390013,101190,101076,34054496,19,19430,13324,50009,4511589,1814,290608,4152,8.66
33,4108662,2450701,104088,101076,32649302,19,19430,13324,51605,4620997,1814,290608,4152,7.04
34,4249064,2526571,107211,101076,33439150,19,19430,13324,53042,4764986,1814,290608,4152,9.82
35,4385004,2601595,110333,101076,34246204,19,19430,13324,54582,4901635,1814,290608,4152,9.25
36,4480005,2649329,113519,101076,37529532,19,19430,13324,56090,5000683,1814,290608,4152,6.44
37,4638454,2740251,116258,101076,35887328,19,19430,13324,57712,5159236,1814,290608,4152,10.78
38,4746249,2799463,119464,101076,36730867,19,19430,13324,59286,5269303,1814,290608,4152,7.32
39,4896520,2883295,122588,101076,40053936,19,19430,13324,60864,5421882,1814,290608,4152,10.47
40,5019581,2953521,125300,101076,40914921,19,19430,13324,62346,5547052,1814,290608,4152,8.19
41,5157943,3034837,128206,101076,39150962,19,19430,13324,63922,5684645,1814,290608,4152,9.17
42,5272492,3100785,131286,101076,39988434,19,19430,13324,65533,5802643,1814,290608,4152,7.55
43,5397722,3170676,134411,101076,40811557,19,19430,13324,67104,5930624,1814,290608,4152,8.63
44,5536869,3251261,137529,101076,41620564,19,19430,13324,68637,6068837,1814,290608,4152,9.14
45,5674989,3331374,140533,101076,42429731,19,19430,13324,69934,6206704,1814,290608,4152,9.19
46,5795792,3402613,143648,101076,43265366,19,19430,13324,71395,6327273,1814,290608,4152,8.13
47,5919655,3476402,146593,101076,44092759,19,19430,13324,72881,6449179,1814,290608,4152,8.05
48,6047149,3548418,149721,101076,44912057,19,19430,13324,74678,6579653,1814,290608,4152,8.63
49,6186517,3626394,152843,101076,45709675,19,19430,13324,76079,6720040,1814,290608,4152,9.35
50,6309905,3696653,155802,101076,46532693,19,19430,13324,77645,6845126,1814,290608,4152,8.42
51,6423521,3760739,158395,101076,47375582,19,19430,13324,79255,6959431,1814,290608,4152,7.58
52,6565317,3840455,161053,101076,48175505,19,19430,13324,80775,7099346,1814,290608,4152,9.71
53,6687333,3911042,163797,101076,49012926,19,19430,13324,82378,7221202,1814,290608,4152,7.99
54,6835589,3996193,166919,101076,49810119,19,19430,13324,83751,7366108,1814,290608,4152,9.70
55,6959143,4063586,170042,101076,50641827,19,19430,13324,85201,7491336,1814,290608,4152,8.42
56,7089004,4134653,173254,101076,51457177,19,19430,13324,86869,7624138,1814,290608,4152,8.56
57,7219477,4207162,175839,101076,55367298,19,19430,13324,88425,7758576,1814,290608,4152,9.06
58,7351229,4282587,178685,101076,56213394,19,19430,13324,90162,7891890,1814,290608,4152,8.81
59,7464581,4347875,181184,101076,53930493,19,19430,13324,91760,8006194,1814,290608,4152,7.55
60,7599830,4426015,184307,101076,54745363,19,19430,13324,93276,8140471,1814,290608,4152,9.00
61,7742286,4507633,186951,101076,55548806,19,19430,13324,94821,8280111,1814,290608,4152,9.32
62,7869605,4580037,189763,101076,56371173,19,19430,13324,96181,8408675,1814,290608,4152,8.72
63,7998405,4654023,192949,101076,57202692,19,19430,13324,97733,8537506,1814,290608,4152,8.39
64,8124342,4726495,196076,101076,58031167,19,19430,13324,99379,8665569,1814,290608,4152,8.32
65,8248496,4796535,199008,101076,58857952,19,19430,13324,100916,8793384,1814,290608,4152,8.23
66,8381486,4869792,201835,101076,62999318,19,19430,13324,102497,8927416,1814,290608,4152,9.01
67,8519893,4949864,204757,101076,60486363,19,19430,13324,104125,9064252,1814,290608,4152,9.34
68,8641212,5018796,207863,101076,61312252,19,19430,13324,106015,9188268,1814,290608,4152,8.10
69,8764529,5083151,210995,101076,62137806,19,19430,13324,107238,9316817,1814,290608,4152,8.68
70,8901963,5160081,214099,101076,62945842,19,19430,13324,108755,9454309,1814,290608,4152,9.47
71,9022512,5227982,216801,101076,63771728,19,19430,13324,110278,9574852,1814,290608,4152,8.11
72,9157339,5304377,219932,101076,64584522,19,19430,13324,111826,9706577,1814,290608,4152,9.02
73,9285006,5376396,222852,101076,65405025,19,19430,13324,113637,9835950,1814,290608,4152,8.47
74,9406091,5442877,226088,101076,66232504,19,19430,13324,115081,9961313,1814,290608,4152,8.60
75,9533189,5513851,228717,101076,67051788,19,19430,13324,116611,10092943,1814,290608,4152,8.70
76,9667357,5592308,231835,101076,67864856,19,19430,13324,118158,10227520,1814,290608,4152,8.86
77,9797231,5665498,234946,101076,68680103,19,19430,13324,119760,10360263,1814,290608,4152,8.70
78,9927180,5739439,237722,101076,69499261,19,19430,13324,121425,10492823,1814,290608,4152,8.59
79,10044803,5806318,240830,101076,70327296,19,19430,13324,123045,10614056,1814,290608,4152,7.87
80,10188985,5888381,244301,101076,71132374,19,19430,13324,124589,10758070,1814,290608,4152,9.70
81,10301906,5952547,247198,101076,71974014,19,19430,13324,126281,10872471,1814,290608,4152,7.55
82,10440280,6031670,250326,101076,72782620,19,19430,13324,127747,11012018,1814,290608,4152,9.12
83,10560425,6099698,253441,101076,73610612,19,19430,13324,129416,11134593,1814,290608,4152,7.92
84,10697946,6176600,256246,101076,74417272,19,19430,13324,131015,11275325,1814,290608,4152,9.80
85,10821930,6244786,258942,101076,75241254,19,19430,13324,132430,11403965,1814,290608,4152,8.67
86,10944373,6314034,261745,101076,76068056,19,19430,13324,134063,11527920,1814,290608,4152,8.24
87,11079406,6390409,264597,101076,76880840,19,19430,13324,135676,11665585,1814,290608,4152,9.06
88,11210185,6465097,267719,101076,77697927,19,19430,13324,137394,11798960,1814,290608,4152,8.63
89,11338147,6537938,270836,101076,78521010,19,19430,13324,138895,11924937,1814,290608,4152,8.60
90,11466709,6611636,273963,101076,83426383,19,19430,13324,140637,12056058,1814,290608,4152,8.51
91,11597696,6686133,276268,101076,80175999,19,19430,13324,142299,12186100,1814,290608,4152,8.77
92,11717577,6751550,279368,101076,81008124,19,19430,13324,143812,12306556,1814,290608,4152,7.92
93,11864077,6834008,282492,101076,81801643,19,19430,13324,145570,12451821,1814,290608,4152,9.70
94,11988074,6902990,285493,101076,82625591,19,19430,13324,147100,12580303,1814,290608,4152,8.63
95,12070966,6946900,288784,101076,83499540,19,19430,13324,148801,12672197,1814,290608,4152,5.76
96,12243278,7046756,291853,101076,84273997,19,19430,13324,150252,12837394,1814,290608,4152,11.65
97,12374626,7122187,295226,101076,89369057,19,19430,13324,151716,12968185,1814,290608,4152,8.74
98,12506946,7197931,298468,101076,85908567,19,19430,13324,153546,13102119,1814,290608,4152,8.85
99,12645749,7277182,301660,101076,86722552,19,19430,13324,154999,13235863,1814,290608,4152,8.79
100,12772035,7345329,304714,101076,87543784,19,19430,13324,156555,13366820,1814,290608,4152,8.76
101,12900114,7417641,307258,101076,88367499,19,19430,13324,158170,13494460,1814,290608,4152,8.73
102,13029544,7491602,309867,101076,89189563,19,19430,13324,159614,13625465,1814,290608,4152,8.65
103,13155245,7563201,312521,101076,90013590,19,19430,13324,161096,13752234,1814,290608,4152,8.47
104,13278363,7632496,315666,101076,90841072,19,19430,13324,162660,13878724,1814,290608,4152,8.30
105,13414135,7709312,318962,101076,91649077,19,19430,13324,164154,14015538,1814,290608,4152,9.16
106,13535485,7776918,322251,101076,92479329,19,19430,13324,165598,14136765,1814,290608,4152,8.38
107,13678937,7859114,325335,101076,93287857,19,19430,13324,166937,14278045,1814,290608,4152,9.71
